understat_match_id,understat_player_id,understat_team,player_name,minute,x,y,xg,result,shot_type,situation,side,last_action,player_assisted,season,source
27084,2278,Atletico Madrid,Giménez,3,5.35,32.1,0.0,OwnGoal,Right Foot,Open Play,a,BallTouch,,2024,understat
27084,2270,Atletico Madrid,Antoine Griezmann,17,82.0,45.29,0.0203,Saved,Left Foot,Open Play,a,None,,2024,understat
27084,7432,Atletico Madrid,Reinildo,28,96.5,32.1,0.0516,Saved,Head,From Corner,a,Aerial,,2024,understat
27084,2269,Atletico Madrid,Koke,44,89.57,28.42,0.0592,Blocked,Right Foot,Open Play,a,None,,2024,understat
27084,2270,Atletico Madrid,Antoine Griezmann,48,94.08,45.9,0.0525,Blocked,Left Foot,Open Play,a,Pass,Samuel Lino,2024,understat
27084,10846,Atletico Madrid,Julián Álvarez,51,86.94,41.41,0.0446,Saved,Left Foot,Open Play,a,Pass,Antoine Griezmann,2024,understat
27084,6531,Atletico Madrid,Alexander Sørloth,52,95.34,32.1,0.0845,Off T,Head,From Corner,a,Cross,Nahuel Molina,2024,understat
27084,2278,Atletico Madrid,Giménez,73,95.13,33.18,0.0848,Off T,Head,From Corner,a,Cross,Nahuel Molina,2024,understat
27084,2275,Atletico Madrid,Ángel Correa,79,96.28,36.24,0.0858,Post,Right Foot,Open Play,a,HeadPass,Alexander Sørloth,2024,understat
27084,2275,Atletico Madrid,Ángel Correa,83,99.33,44.47,0.023,Post,Head,Set Piece,a,Cross,Julián Álvarez,2024,understat
27084,7385,Atletico Madrid,Javi Galán,87,97.86,47.94,0.049,Blocked,Left Foot,Open Play,a,Chipped,Thomas Lemar,2024,understat
27088,6935,Real Sociedad,Naif Aguerd,3,94.82,35.56,0.0695,Off T,Left Foot,From Corner,h,Cross,Sergio Gómez,2024,understat
27088,12862,Real Sociedad,Luka Sucic,25,75.08,33.52,0.0177,Saved,Left Foot,Open Play,h,Pass,Jon Aramburu,2024,understat
27088,7308,Real Sociedad,Ander Barrenetxea,28,85.37,43.93,0.0375,Off T,Right Foot,Open Play,h,Pass,Luka Sucic,2024,understat
27088,6935,Real Sociedad,Naif Aguerd,31,102.27,31.42,0.584,Saved,Head,Open Play,h,Cross,Mikel Oyarzabal,2024,understat
27088,12182,Real Sociedad,Jon Aramburu,41,94.4,17.95,0.0219,Blocked,Right Foot,Open Play,h,Chipped,Ander Barrenetxea,2024,understat
27088,6935,Real Sociedad,Naif Aguerd,47,94.82,33.39,0.0288,Off T,Head,From Corner,h,Aerial,Sergio Gómez,2024,understat
27088,8001,Real Sociedad,Takefusa Kubo,45,84.21,46.31,0.0183,Saved,Left Foot,Open Play,h,HeadPass,Brais Méndez,2024,understat
27088,7308,Real Sociedad,Ander Barrenetxea,47,95.76,36.72,0.1058,Off T,Head,Open Play,h,Cross,Takefusa Kubo,2024,understat
27088,7526,Real Sociedad,Martín Zubimendi,48,96.28,33.66,0.3385,Saved,Head,Open Play,h,Cross,Takefusa Kubo,2024,understat
27088,12862,Real Sociedad,Luka Sucic,49,89.57,25.98,0.0646,Saved,Left Foot,Open Play,h,Pass,Martín Zubimendi,2024,understat
27088,7308,Real Sociedad,Ander Barrenetxea,50,101.01,40.05,0.0868,Saved,Head,From Corner,h,Cross,Sergio Gómez,2024,understat
27088,8001,Real Sociedad,Takefusa Kubo,57,90.2,21.01,0.0265,Saved,Left Foot,Set Piece,h,Pass,Brais Méndez,2024,understat
27088,6227,Real Sociedad,Brais Méndez,60,91.45,21.49,0.054,Saved,Left Foot,Open Play,h,Pass,Takefusa Kubo,2024,understat
27088,7308,Real Sociedad,Ander Barrenetxea,61,91.88,38.35,0.0981,Off T,Left Foot,Open Play,h,Pass,Brais Méndez,2024,understat
27088,12862,Real Sociedad,Luka Sucic,63,77.07,22.78,0.012,Saved,Left Foot,Open Play,h,Pass,Brais Méndez,2024,understat
27088,6227,Real Sociedad,Brais Méndez,76,79.28,24.07,0.0617,Off T,Left Foot,Direct Freekick,h,Standard,,2024,understat
27088,8001,Real Sociedad,Takefusa Kubo,78,84.52,45.22,0.0229,Off T,Left Foot,From Corner,h,None,,2024,understat
27088,6227,Real Sociedad,Brais Méndez,92,76.65,34.48,0.0188,Off T,Left Foot,Open Play,h,Pass,Takefusa Kubo,2024,understat
27088,7882,Real Sociedad,Sheraldo Becker,94,75.81,38.76,0.0094,Blocked,Right Foot,Set Piece,h,Aerial,,2024,understat
27088,7050,Osasuna,Lucas Torró,22,96.28,36.04,0.1062,Goal,Head,From Corner,a,Cross,Bryan Zaragoza,2024,understat
27088,1235,Osasuna,Ante Budimir,33,89.15,31.01,0.1187,Goal,Left Foot,Open Play,a,Pass,Bryan Zaragoza,2024,understat
27088,7050,Osasuna,Lucas Torró,37,83.58,44.95,0.0306,Blocked,Right Foot,Open Play,a,Pass,Bryan Zaragoza,2024,understat
27088,12893,Osasuna,Enzo Boyomo,43,88.52,31.48,0.0384,Saved,Right Foot,From Corner,a,Cross,Jesús Areso,2024,understat
27088,1235,Osasuna,Ante Budimir,64,95.76,31.69,0.4806,Off T,Left Foot,Open Play,a,BallRecovery,Bryan Zaragoza,2024,understat
27088,8744,Osasuna,Juan Cruz,69,86.83,40.53,0.019,Off T,Left Foot,Set Piece,a,Aerial,,2024,understat
27088,8424,Osasuna,Aimar Oroz,73,79.17,49.37,0.0468,Off T,Right Foot,Direct Freekick,a,Standard,,2024,understat
27088,10143,Osasuna,Bryan Zaragoza,79,92.72,22.51,0.0773,Saved,Right Foot,Open Play,a,BallRecovery,,2024,understat
27088,10857,Osasuna,Pablo Ibáñez,81,84.32,27.88,0.0594,Blocked,Right Foot,Open Play,a,Pass,Bryan Zaragoza,2024,understat
27088,1235,Osasuna,Ante Budimir,81,90.51,31.01,0.0933,Off T,Left Foot,Open Play,a,Rebound,,2024,understat
27083,9002,Mallorca,Vedat Muriqi,1,95.02,34.48,0.3572,Saved,Left Foot,Open Play,h,Cross,Pablo Maffeo,2024,understat
27083,2621,Mallorca,Sergi Darder,1,94.71,37.26,0.1244,Blocked,Right Foot,Open Play,h,Rebound,,2024,understat
27083,9002,Mallorca,Vedat Muriqi,35,91.03,34.82,0.072,Off T,Left Foot,Set Piece,h,HeadPass,Raíllo,2024,understat
27083,2584,Mallorca,Raíllo,73,91.45,33.18,0.0332,Off T,OtherBodyPart,From Corner,h,Cross,Dani Rodríguez,2024,understat
27083,9211,Athletic Club,Nico Williams,15,90.2,47.67,0.1149,Blocked,Right Foot,Open Play,a,TakeOn,Gorka Guruzeta,2024,understat
27083,2399,Athletic Club,Iñaki Williams,39,86.52,7.14,0.0087,Off T,Right Foot,Open Play,a,None,,2024,understat
27083,8948,Athletic Club,Aitor Paredes,47,99.96,28.15,0.0459,Off T,Head,From Corner,a,Aerial,Inigo Ruiz de Galarreta,2024,understat
27083,7779,Athletic Club,Oihan Sancet,50,82.0,36.58,0.017,Blocked,Right Foot,From Corner,a,Aerial,,2024,understat
27083,7779,Athletic Club,Oihan Sancet,50,79.17,40.05,0.0319,Off T,Right Foot,From Corner,a,Pass,Nico Williams,2024,understat
27083,7779,Athletic Club,Oihan Sancet,47,89.46,17.95,0.03,Off T,Left Foot,Open Play,a,Pass,Nico Williams,2024,understat
27083,6766,Athletic Club,Dani Vivian,50,93.55,31.48,0.0178,Off T,Head,From Corner,a,Aerial,Nico Williams,2024,understat
27083,7020,Athletic Club,Gorka Guruzeta,52,96.28,29.38,0.0473,Off T,Head,Open Play,a,Aerial,Yuri,2024,understat
27083,13001,Athletic Club,Álvaro Djaló,58,90.82,44.06,0.0487,Blocked,Right Foot,From Corner,a,Pass,Inigo Ruiz de Galarreta,2024,understat
27083,13001,Athletic Club,Álvaro Djaló,60,85.05,42.43,0.0361,Blocked,Right Foot,Open Play,a,Pass,Yuri,2024,understat
27083,5091,Athletic Club,Alex Berenguer,65,94.18,29.1,0.04,Off T,Head,Open Play,a,None,,2024,understat
27083,2399,Athletic Club,Iñaki Williams,71,89.35,23.73,0.049,Off T,Left Foot,Open Play,a,Pass,Mikel Jauregizar,2024,understat
27083,9211,Athletic Club,Nico Williams,81,88.2,46.04,0.0184,Post,Right Foot,From Corner,a,Aerial,,2024,understat
27083,5091,Athletic Club,Alex Berenguer,81,97.65,18.7,0.0485,Off T,Right Foot,From Corner,a,Rebound,,2024,understat
27083,6766,Athletic Club,Dani Vivian,88,75.5,33.8,0.0127,Blocked,Right Foot,Open Play,a,None,,2024,understat
27083,5062,Athletic Club,Yeray Álvarez,89,93.55,37.74,0.0618,Saved,Head,From Corner,a,Cross,Nico Williams,2024,understat
27083,13001,Athletic Club,Álvaro Djaló,91,89.57,21.49,0.0362,Blocked,Right Foot,Open Play,a,Pass,Dani Vivian,2024,understat
27083,2229,Athletic Club,Yuri,92,81.38,41.68,0.0238,Blocked,Left Foot,From Corner,a,LayOff,Ander Herrera,2024,understat
27083,2229,Athletic Club,Yuri,93,83.9,42.5,0.0356,Blocked,Left Foot,From Corner,a,Pass,Alex Berenguer,2024,understat
27083,552,Athletic Club,Ander Herrera,93,81.8,32.5,0.0319,Off T,Left Foot,Open Play,a,None,,2024,understat
27097,12718,Alaves,Adrián Pica,3,96.6,32.1,0.0489,Off T,Head,From Corner,h,Aerial,Carlos Vicente,2024,understat
27097,9280,Alaves,Antonio Blanco,5,77.8,34.2,0.0208,Blocked,Right Foot,Open Play,h,Dispossessed,,2024,understat
27097,7605,Alaves,Manuel Sánchez,13,90.82,37.13,0.0749,Blocked,Left Foot,Open Play,h,HeadPass,Abderrahmane Rebbach,2024,understat
27097,5179,Alaves,Jon Guridi,13,91.14,36.04,0.0941,Blocked,Left Foot,Open Play,h,Rebound,,2024,understat
27097,11825,Alaves,Abderrahmane Rebbach,39,77.8,43.25,0.015,Off T,Right Foot,From Corner,h,None,,2024,understat
27097,10364,Alaves,Nahuel Tenaglia,39,92.82,47.53,0.0509,Off T,Right Foot,From Corner,h,Rebound,Abderrahmane Rebbach,2024,understat
27097,11825,Alaves,Abderrahmane Rebbach,46,88.41,50.05,0.0253,Blocked,Right Foot,Open Play,h,Pass,Carlos Vicente,2024,understat
27097,10364,Alaves,Nahuel Tenaglia,49,90.82,21.69,0.023,Off T,Right Foot,Open Play,h,Cross,Abderrahmane Rebbach,2024,understat
27097,11825,Alaves,Abderrahmane Rebbach,58,86.52,49.37,0.0266,Blocked,Right Foot,Open Play,h,Pass,Jon Guridi,2024,understat
27097,9297,Alaves,Abdelkabir Abqar,59,102.27,41.0,0.0476,Saved,Head,From Corner,h,Cross,Carlos Vicente,2024,understat
27097,10364,Alaves,Nahuel Tenaglia,59,92.08,29.38,0.0725,Blocked,Left Foot,From Corner,h,None,,2024,understat
27097,5179,Alaves,Jon Guridi,75,102.38,30.67,0.6364,Goal,Right Foot,Open Play,h,None,,2024,understat
27097,10101,Alaves,Carlos Martín,92,91.77,36.86,0.3076,Saved,Right Foot,Open Play,h,Chipped,Stoichkov,2024,understat
27097,2456,Mallorca,Omar Mascarell,15,76.23,28.08,0.0196,Blocked,Right Foot,Open Play,a,Pass,Manuel Morlanes,2024,understat
27097,6592,Mallorca,Manuel Morlanes,23,85.37,37.47,0.0506,Blocked,Right Foot,Open Play,a,None,,2024,understat
27097,10327,Mallorca,Chiquinho,23,94.4,42.3,0.1125,Saved,Right Foot,Open Play,a,TakeOn,,2024,understat
27097,11340,Mallorca,Cyle Larin,55,96.92,38.08,0.3234,Off T,Head,Set Piece,a,Chipped,Dani Rodríguez,2024,understat
27097,7841,Mallorca,Dani Rodríguez,77,85.05,32.71,0.0682,Saved,Left Foot,Open Play,a,LayOff,Vedat Muriqi,2024,understat
27097,9002,Mallorca,Vedat Muriqi,81,96.7,32.98,0.1117,Off T,Head,Open Play,a,Cross,Manuel Morlanes,2024,understat
27097,10982,Mallorca,Copete,91,94.4,27.47,0.0223,Off T,Head,Open Play,a,Aerial,Pablo Maffeo,2024,understat
27096,12893,Osasuna,Enzo Boyomo,5,93.66,30.87,0.0851,Off T,Right Foot,From Corner,h,None,,2024,understat
27096,10143,Osasuna,Bryan Zaragoza,9,95.87,49.03,0.0514,Blocked,Right Foot,Open Play,h,BallTouch,Aimar Oroz,2024,understat
27096,1235,Osasuna,Ante Budimir,12,94.71,30.33,0.4592,Blocked,Right Foot,Open Play,h,Pass,Aimar Oroz,2024,understat
27096,10143,Osasuna,Bryan Zaragoza,12,96.6,37.26,0.5205,Saved,Right Foot,Open Play,h,Pass,Aimar Oroz,2024,understat
27096,1235,Osasuna,Ante Budimir,18,92.92,34.0,0.7433,Goal,Left Foot,Penalty,h,Standard,,2024,understat
27096,8744,Osasuna,Juan Cruz,27,101.95,27.34,0.0192,Off T,Head,From Corner,h,Aerial,Jon Moncayola,2024,understat
27096,1235,Osasuna,Ante Budimir,28,89.25,33.52,0.1091,Blocked,Left Foot,Open Play,h,Pass,Jon Moncayola,2024,understat
27096,5075,Osasuna,Rubén Peña,32,97.02,36.31,0.1007,Off T,Head,Open Play,h,Chipped,Jon Moncayola,2024,understat
27096,8424,Osasuna,Aimar Oroz,33,89.46,33.8,0.1072,Off T,Right Foot,Open Play,h,Pass,Bryan Zaragoza,2024,understat
27096,8424,Osasuna,Aimar Oroz,44,90.4,46.04,0.082,Blocked,Right Foot,Open Play,h,TakeOn,Bryan Zaragoza,2024,understat
27096,1235,Osasuna,Ante Budimir,48,100.9,45.08,0.039,Off T,Left Foot,From Corner,h,Chipped,Rubén Peña,2024,understat
27096,5075,Osasuna,Rubén Peña,46,89.15,33.18,0.1029,Saved,Left Foot,Open Play,h,Pass,Bryan Zaragoza,2024,understat
27096,1235,Osasuna,Ante Budimir,54,97.75,42.3,0.1159,Post,Left Foot,Open Play,h,Pass,Bryan Zaragoza,2024,understat
27096,7604,Osasuna,Alejandro Catena,55,97.02,36.18,0.1107,Off T,Head,From Corner,h,Cross,Jon Moncayola,2024,understat
27096,10143,Osasuna,Bryan Zaragoza,57,92.4,50.8,0.0472,Off T,Right Foot,Open Play,h,None,,2024,understat
27096,7857,Osasuna,Jon Moncayola,60,90.72,39.64,0.131,Saved,Left Foot,Open Play,h,Pass,Ante Budimir,2024,understat
27096,1235,Osasuna,Ante Budimir,67,98.38,33.8,0.1479,Off T,Right Foot,Open Play,h,Pass,Bryan Zaragoza,2024,understat
27096,2198,Osasuna,Moi Gómez,68,88.41,37.26,0.0582,Blocked,Left Foot,Set Piece,h,HeadPass,Alejandro Catena,2024,understat
27096,1235,Osasuna,Ante Budimir,69,96.92,33.86,0.1452,Off T,Head,Open Play,h,Cross,Bryan Zaragoza,2024,understat
27096,1235,Osasuna,Ante Budimir,80,95.76,34.68,0.0414,Off T,Head,From Corner,h,Aerial,Jon Moncayola,2024,understat
27096,11379,Real Valladolid,Selim Amallah,21,81.8,36.11,0.0346,Saved,Right Foot,Open Play,a,Pass,Anuar Mohamed,2024,understat
27096,11379,Real Valladolid,Selim Amallah,53,76.55,36.92,0.0574,Off T,Right Foot,Direct Freekick,a,Standard,,2024,understat
27096,4169,Real Valladolid,Iván Sánchez,65,84.0,18.36,0.0175,Blocked,Left Foot,Open Play,a,None,,2024,understat
27096,8470,Real Valladolid,Kike Pérez,66,81.27,40.05,0.0273,Saved,Right Foot,Open Play,a,Pass,Raul Moro,2024,understat
27096,8470,Real Valladolid,Kike Pérez,86,82.53,43.66,0.0255,Blocked,Left Foot,Open Play,a,Pass,Mamadou Sylla,2024,understat
27096,8470,Real Valladolid,Kike Pérez,90,92.82,48.14,0.0353,Blocked,Left Foot,Set Piece,a,None,,2024,understat
27096,7245,Real Valladolid,Javi Sánchez,93,87.88,19.38,0.0065,Saved,Head,Set Piece,a,Aerial,Kike Pérez,2024,understat
27095,12995,Girona,Bojan Miovski,15,89.67,33.18,0.0155,Off T,Head,Open Play,h,BallTouch,Miguel Gutiérrez,2024,understat
27095,10949,Girona,Arnau Martinez,17,85.15,30.46,0.0713,Off T,Left Foot,Open Play,h,TakeOn,Miguel Gutiérrez,2024,understat
27095,8821,Girona,Donny van de Beek,20,85.89,42.84,0.0637,Blocked,Right Foot,Open Play,h,LayOff,Yangel Herrera,2024,understat
27095,12995,Girona,Bojan Miovski,20,96.92,30.94,0.0608,Blocked,Head,Open Play,h,Goal,Bryan Gil Salvatierra,2024,understat
27095,8513,Girona,Miguel Gutiérrez,20,96.28,46.92,0.0231,Goal,Left Foot,Open Play,h,Aerial,,2024,understat
27095,11737,Girona,Silvi Clua,29,73.92,37.26,0.0134,Blocked,Left Foot,Open Play,h,BallRecovery,,2024,understat
27095,10949,Girona,Arnau Martinez,30,91.14,31.55,0.1294,Goal,Head,Open Play,h,Cross,Miguel Gutiérrez,2024,understat
27095,7350,Girona,Yangel Herrera,33,95.65,40.46,0.4111,Saved,Left Foot,Open Play,h,Pass,Arnau Martinez,2024,understat
27095,7350,Girona,Yangel Herrera,37,78.33,20.81,0.0219,Off T,Right Foot,Open Play,h,Pass,Arnau Martinez,2024,understat
27095,548,Girona,Daley Blind,43,88.1,35.77,0.0743,Blocked,Right Foot,Open Play,h,BallTouch,Yangel Herrera,2024,understat
27095,7338,Girona,Bryan Gil Salvatierra,47,80.75,29.24,0.0242,Blocked,Left Foot,Open Play,h,TakeOn,,2024,understat
27095,1709,Girona,Cristhian Stuani,61,92.92,34.0,0.7433,Goal,Right Foot,Penalty,h,Standard,,2024,understat
27095,8513,Girona,Miguel Gutiérrez,80,81.27,49.84,0.0248,Saved,Left Foot,Open Play,h,Pass,Yangel Herrera,2024,understat
27095,1709,Girona,Cristhian Stuani,91,87.78,24.75,0.129,Saved,Right Foot,Open Play,h,Throughball,Arnau Martinez,2024,understat
27095,7350,Girona,Yangel Herrera,96,37.7,31.28,0.0068,Off T,Right Foot,Open Play,h,BallRecovery,Juanpe,2024,understat
27095,12792,Leganes,Seydouba Cissé,19,77.28,34.61,0.0376,Off T,Right Foot,Open Play,a,Dispossessed,Miguel De la Fuente,2024,understat
27095,8710,Leganes,Renato Tapia,23,85.78,38.15,0.0524,Goal,Right Foot,Open Play,a,Pass,Darko Brasanac,2024,understat
27095,6759,Leganes,Juan Cruz,26,93.77,19.92,0.0416,Off T,Left Foot,Open Play,a,Pass,Miguel De la Fuente,2024,understat
27095,6759,Leganes,Juan Cruz,29,82.53,27.61,0.0308,Saved,Left Foot,Open Play,a,None,,2024,understat
27095,6759,Leganes,Juan Cruz,40,85.68,24.48,0.0348,Goal,Left Foot,Open Play,a,Pass,Darko Brasanac,2024,understat
27095,12791,Leganes,Sergio González,72,4.72,33.05,0.0,OwnGoal,Right Foot,Open Play,a,BallRecovery,,2024,understat
27095,2106,Leganes,Munir,76,80.64,25.16,0.0203,Goal,Left Foot,Open Play,a,Pass,Óscar Rodríguez,2024,understat
27095,8710,Leganes,Renato Tapia,79,80.75,30.46,0.0126,Saved,Right Foot,Open Play,a,Aerial,,2024,understat
27095,6924,Leganes,Miguel De la Fuente,93,88.41,33.8,0.062,Blocked,Right Foot,Open Play,a,BallTouch,,2024,understat
27095,9765,Leganes,Enric Franquesa,93,93.45,51.41,0.0304,Off T,Right Foot,Open Play,a,Rebound,,2024,understat
27093,10494,Atletico Madrid,Pablo Barrios Rivas,7,88.62,30.53,0.0833,Saved,Left Foot,Open Play,h,Pass,Julián Álvarez,2024,understat
27093,10494,Atletico Madrid,Pablo Barrios Rivas,31,88.72,28.15,0.0518,Off T,Left Foot,From Corner,h,None,,2024,understat
27093,2270,Atletico Madrid,Antoine Griezmann,33,93.35,47.19,0.0568,Blocked,Left Foot,Open Play,h,Chipped,Samuel Lino,2024,understat
27093,10846,Atletico Madrid,Julián Álvarez,34,94.29,33.86,0.0918,Off T,Left Foot,Open Play,h,None,,2024,understat
27093,9796,Atletico Madrid,Giuliano Simeone,36,99.85,23.94,0.3068,Goal,Right Foot,Open Play,h,Throughball,Nahuel Molina,2024,understat
27093,10943,Atletico Madrid,Samuel Lino,42,90.2,48.62,0.056,Blocked,Right Foot,Open Play,h,BallRecovery,,2024,understat
27093,10494,Atletico Madrid,Pablo Barrios Rivas,43,85.68,24.21,0.0284,Off T,Right Foot,From Corner,h,None,,2024,understat
27093,2270,Atletico Madrid,Antoine Griezmann,47,97.33,31.82,0.4263,Post,Left Foot,Open Play,h,Cross,Pablo Barrios Rivas,2024,understat
27093,10846,Atletico Madrid,Julián Álvarez,49,91.56,44.47,0.0808,Blocked,Right Foot,Open Play,h,Pass,Javi Galán,2024,understat
27093,2270,Atletico Madrid,Antoine Griezmann,55,79.17,34.27,0.0344,Off T,Left Foot,Open Play,h,None,,2024,understat
27093,2275,Atletico Madrid,Ángel Correa,69,82.74,36.45,0.0508,Blocked,Right Foot,Open Play,h,Pass,Giuliano Simeone,2024,understat
27093,5050,Atletico Madrid,Clement Lenglet,71,97.12,30.74,0.0515,Off T,Head,From Corner,h,Aerial,Nahuel Molina,2024,understat
27093,6531,Atletico Madrid,Alexander Sørloth,82,91.67,28.49,0.3556,Goal,Left Foot,Open Play,h,Throughball,Rodrigo de Paul,2024,understat
27093,9040,Atletico Madrid,Conor Gallagher,85,80.53,37.47,0.0214,Off T,Right Foot,From Corner,h,None,,2024,understat
27093,2269,Atletico Madrid,Koke,96,89.98,47.8,0.0389,Off T,Left Foot,Open Play,h,None,,2024,understat
27093,8778,Las Palmas,Fabio Silva,20,91.98,20.06,0.0329,Saved,Right Foot,Open Play,a,Pass,Sandro Ramírez,2024,understat
27101,8292,Barcelona,Dani Olmo,7,99.65,33.52,0.5727,Off T,Head,Open Play,h,Aerial,Hector Fort,2024,understat
27101,11527,Barcelona,Lamine Yamal,8,84.63,21.42,0.028,Saved,Left Foot,Open Play,h,Pass,Hector Fort,2024,understat
27101,8292,Barcelona,Dani Olmo,9,82.0,33.25,0.0346,Saved,Right Foot,Open Play,h,Pass,Lamine Yamal,2024,understat
27101,8292,Barcelona,Dani Olmo,11,96.6,29.31,0.4504,Goal,Right Foot,Open Play,h,Throughball,Lamine Yamal,2024,understat
27101,8026,Barcelona,Raphinha,22,91.45,33.93,0.3086,Goal,Left Foot,Open Play,h,Chipped,Marc Casadó,2024,understat
27101,8292,Barcelona,Dani Olmo,30,85.15,32.91,0.0809,Goal,Right Foot,Open Play,h,Pass,Álex Balde,2024,understat
27101,227,Barcelona,Robert Lewandowski,37,82.63,40.6,0.0902,Saved,Right Foot,Open Play,h,Pass,Raphinha,2024,understat
27101,11527,Barcelona,Lamine Yamal,49,86.62,29.04,0.0431,Off T,Left Foot,From Corner,h,None,,2024,understat
27101,227,Barcelona,Robert Lewandowski,63,79.17,32.23,0.0401,Saved,Right Foot,Open Play,h,Pass,Iñigo Martínez,2024,understat
27101,12171,Barcelona,Hector Fort,64,91.67,38.08,0.0644,Blocked,Right Foot,From Corner,h,Pass,Fermín López,2024,understat
27101,11527,Barcelona,Lamine Yamal,67,86.2,21.83,0.0507,Saved,Left Foot,Open Play,h,TakeOn,Raphinha,2024,understat
27101,11822,Barcelona,Fermín López,77,75.18,38.35,0.0167,Saved,Right Foot,Open Play,h,BallTouch,Raphinha,2024,understat
27101,11527,Barcelona,Lamine Yamal,83,92.4,26.18,0.0969,Off T,Left Foot,Open Play,h,Pass,Frenkie de Jong,2024,understat
27101,7967,Barcelona,Anssumane Fati,90,96.39,19.58,0.0667,Blocked,Right Foot,Open Play,h,Pass,Lamine Yamal,2024,understat
27101,10884,Espanyol,Álvaro Aguado,17,91.03,26.45,0.057,Blocked,Right Foot,Open Play,a,Cross,Tejero,2024,understat
27101,6933,Espanyol,Javi Puado,17,88.93,30.87,0.0284,Off T,Right Foot,Open Play,a,Aerial,,2024,understat
27101,12903,Espanyol,Rafael Bauza,37,82.0,50.32,0.0119,Blocked,Right Foot,Open Play,a,TakeOn,Carlos Romero,2024,understat
27101,10884,Espanyol,Álvaro Aguado,38,81.06,38.96,0.0268,Blocked,Right Foot,Open Play,a,Pass,Jofre Carreras,2024,understat
27101,6933,Espanyol,Javi Puado,41,93.45,32.23,0.0704,Off T,Right Foot,Open Play,a,HeadPass,Leandro Cabrera,2024,understat
27101,2519,Espanyol,Tejero,52,79.9,29.51,0.0792,Off T,Right Foot,Direct Freekick,a,Standard,,2024,understat
27101,6933,Espanyol,Javi Puado,59,96.39,42.43,0.1159,Saved,Left Foot,Open Play,a,Pass,Alex Kral,2024,understat
27101,6933,Espanyol,Javi Puado,62,100.7,26.32,0.2922,Goal,Right Foot,Open Play,a,Pass,Carlos Romero,2024,understat
27101,11989,Espanyol,Walid Cheddira,71,99.65,27.13,0.0648,Blocked,Left Foot,Open Play,a,Cross,Tejero,2024,understat
27101,10209,Espanyol,Jofre Carreras,86,92.08,23.94,0.0407,Saved,Left Foot,Open Play,a,Chipped,Tejero,2024,understat
27100,5706,Sevilla,Dodi Lukebakio,41,94.71,44.88,0.0389,Blocked,Left Foot,Open Play,h,Cross,Jesús Navas,2024,understat
27100,12305,Sevilla,Isaac Romero,46,94.82,24.75,0.0626,Blocked,Right Foot,Open Play,h,None,,2024,understat
27100,9809,Sevilla,José Ángel Carmona,47,77.07,31.55,0.0236,Off T,Left Foot,Open Play,h,LayOff,Isaac Romero,2024,understat
27100,5706,Sevilla,Dodi Lukebakio,56,90.51,39.51,0.0516,Off T,Left Foot,Open Play,h,Pass,Álvaro Fernández,2024,understat
27100,12305,Sevilla,Isaac Romero,61,76.44,49.71,0.0155,Off T,Left Foot,Open Play,h,Pass,Albert Sambi Lokonga,2024,understat
27100,12305,Sevilla,Isaac Romero,78,91.56,33.52,0.0431,Off T,Head,Open Play,h,Cross,Adrià Pedrosa,2024,understat
27100,620,Sevilla,Kelechi Iheanacho,86,96.28,27.95,0.3641,Off T,Right Foot,Open Play,h,BallRecovery,,2024,understat
27100,2624,Sevilla,Djibril Sow,94,93.66,17.41,0.0302,Blocked,Right Foot,Open Play,h,Pass,Jesús Navas,2024,understat
27100,8001,Real Sociedad,Takefusa Kubo,2,92.3,21.76,0.0489,Blocked,Left Foot,Open Play,a,Chipped,Luka Sucic,2024,understat
27100,6935,Real Sociedad,Naif Aguerd,8,100.48,40.05,0.0436,Off T,Head,From Corner,a,Foul,Sergio Gómez,2024,understat
27100,7526,Real Sociedad,Martín Zubimendi,8,97.23,32.23,0.0577,Off T,Head,From Corner,a,Aerial,Sergio Gómez,2024,understat
27100,8001,Real Sociedad,Takefusa Kubo,33,91.77,29.04,0.1409,Goal,Left Foot,Open Play,a,TakeOn,Martín Zubimendi,2024,understat
27100,2234,Real Sociedad,Mikel Oyarzabal,44,95.02,31.69,0.1135,Blocked,Right Foot,Open Play,a,Cross,Takefusa Kubo,2024,understat
27100,12862,Real Sociedad,Luka Sucic,45,78.22,23.26,0.0214,Off T,Left Foot,From Corner,a,Pass,Takefusa Kubo,2024,understat
27100,6656,Real Sociedad,Sergio Gómez,50,55.34,56.98,0.0105,Saved,Left Foot,Open Play,a,BallRecovery,,2024,understat
27100,6227,Real Sociedad,Brais Méndez,51,83.05,25.7,0.0386,Off T,Left Foot,Open Play,a,Pass,Takefusa Kubo,2024,understat
27100,2234,Real Sociedad,Mikel Oyarzabal,67,92.92,34.0,0.7433,Goal,Left Foot,Penalty,a,Standard,,2024,understat
27092,7779,Athletic Club,Oihan Sancet,10,99.96,32.44,0.5816,Post,Right Foot,Open Play,h,Cross,Iñaki Williams,2024,understat
27092,7779,Athletic Club,Oihan Sancet,13,102.8,30.67,0.7104,Off T,Right Foot,Open Play,h,Pass,Iñaki Williams,2024,understat
27092,2399,Athletic Club,Iñaki Williams,16,82.53,49.71,0.0143,Post,Right Foot,Open Play,h,None,,2024,understat
27092,2399,Athletic Club,Iñaki Williams,19,100.48,31.82,0.5498,Saved,Right Foot,Open Play,h,Cross,Álvaro Djaló,2024,understat
