shot_id,match_id,player_id,team_id,minute,x,y,xg,result,shot_type,situation,data_source
23715,1856,330,8,79,76.5500,26.5200,0.0094,Off T,Right Foot,Set Piece,understat
23716,1856,352,8,87,84.9500,32.3000,0.0621,Blocked,Right Foot,Open Play,understat
23717,1857,689,4,17,97.8600,35.6300,0.4489,Goal,Head,Open Play,understat
23718,1857,678,4,21,95.0200,27.4700,0.0507,Off T,Head,Open Play,understat
23719,1857,684,4,27,96.9200,39.9200,0.8410,Goal,Right Foot,Open Play,understat
23720,1857,678,4,44,91.8800,16.1200,0.0261,Off T,Right Foot,Open Play,understat
23721,1857,670,4,59,94.4000,48.9600,0.0588,Off T,Left Foot,Open Play,understat
23722,1857,689,4,62,91.0300,32.1600,0.1076,Off T,Left Foot,Open Play,understat
23723,1857,689,4,71,92.9200,34.0000,0.7433,Goal,Left Foot,Penalty,understat
23724,1857,669,4,84,80.2200,32.6400,0.0386,Goal,Left Foot,Open Play,understat
23725,1857,486,2,43,90.4000,33.9300,0.0392,Saved,Head,From Corner,understat
23726,1857,496,2,46,92.3000,30.2600,0.0530,Saved,Head,Open Play,understat
23727,1857,515,2,51,82.0000,46.1000,0.0706,Off T,Right Foot,Direct Freekick,understat
23728,1857,515,2,52,95.9700,32.9800,0.1183,Saved,Right Foot,Open Play,understat
23729,1857,516,2,52,81.9000,47.7400,0.0199,Goal,Right Foot,Open Play,understat
23730,1857,514,2,65,94.4000,23.0500,0.0875,Saved,Right Foot,Open Play,understat
23731,1857,510,2,80,83.7900,14.8200,0.0205,Blocked,Left Foot,From Corner,understat
23732,1857,510,2,88,83.7900,27.0000,0.0396,Goal,Left Foot,Open Play,understat
23733,1857,510,2,90,81.8000,27.6100,0.0315,Blocked,Left Foot,From Corner,understat
23734,1857,514,2,95,99.3300,39.9200,0.2354,Post,Head,From Corner,understat
23735,1857,508,2,96,88.4100,17.5400,0.0238,Off T,Left Foot,Open Play,understat
23736,1858,594,5,0,98.7000,29.0400,0.0572,Off T,Head,Set Piece,understat
23737,1858,605,5,23,92.3000,21.4900,0.0510,Blocked,Right Foot,Open Play,understat
23738,1858,605,5,29,92.3000,22.1000,0.0628,Blocked,Left Foot,Open Play,understat
23739,1858,605,5,50,81.0600,34.4800,0.0362,Off T,Right Foot,From Corner,understat
23740,1858,595,5,58,81.3800,19.1800,0.0572,Blocked,Left Foot,Direct Freekick,understat
23741,1858,605,5,60,78.4300,18.9700,0.0168,Off T,Right Foot,Open Play,understat
23742,1858,610,5,68,91.3500,46.3100,0.0472,Blocked,Right Foot,Open Play,understat
23743,1858,620,5,80,87.6800,35.6300,0.0629,Goal,Left Foot,Open Play,understat
23744,1858,612,5,85,86.5200,49.3700,0.0372,Off T,Right Foot,From Corner,understat
23745,1858,420,25,3,102.2700,25.5700,0.3133,Saved,Right Foot,Open Play,understat
23746,1858,440,25,3,95.6500,33.5900,0.3588,Off T,Head,Open Play,understat
23747,1858,420,25,37,98.2800,36.2400,0.4330,Goal,Head,Open Play,understat
23748,1858,435,25,85,85.3700,19.9200,0.0128,Blocked,Left Foot,Open Play,understat
23749,1858,424,25,90,98.0700,33.1200,0.0703,Blocked,Head,From Corner,understat
23750,1858,407,25,91,94.2900,34.5400,0.0363,Blocked,Head,From Corner,understat
23751,1858,435,25,92,84.5200,45.4200,0.0295,Saved,Right Foot,Open Play,understat
23752,1859,754,7,1,95.0200,37.2600,0.0966,Off T,Head,Open Play,understat
23753,1859,748,7,35,88.5200,32.6400,0.0663,Goal,Right Foot,Set Piece,understat
23754,1859,756,7,38,84.5200,18.3600,0.0307,Off T,Left Foot,Open Play,understat
23755,1859,766,7,71,92.4000,23.3900,0.0800,Saved,Right Foot,Open Play,understat
23756,1859,756,7,71,94.2900,32.5700,0.1389,Blocked,Right Foot,Open Play,understat
23757,1859,755,7,79,79.5900,32.1000,0.0311,Off T,Right Foot,From Corner,understat
23758,1859,766,7,93,89.9800,14.8200,0.0186,Saved,Right Foot,Open Play,understat
23759,1859,374,11,11,78.7500,35.0200,0.0189,Off T,Right Foot,Open Play,understat
23760,1859,373,11,17,82.8500,35.7000,0.0410,Blocked,Right Foot,Open Play,understat
23761,1859,389,11,45,97.3300,46.7200,0.0730,Saved,Right Foot,Open Play,understat
23762,1859,391,11,46,83.4800,26.7900,0.0412,Off T,Right Foot,From Corner,understat
23763,1859,391,11,53,84.6300,17.9500,0.0213,Post,Left Foot,Open Play,understat
23764,1859,386,11,62,84.0000,19.5800,0.0162,Off T,Right Foot,Open Play,understat
23765,1859,391,11,67,81.1700,23.2600,0.0378,Blocked,Left Foot,Open Play,understat
23766,1859,386,11,85,83.7900,26.6600,0.1084,Blocked,Left Foot,Direct Freekick,understat
23767,1859,374,11,88,75.7000,42.9100,0.0462,Saved,Right Foot,Direct Freekick,understat
23768,1859,391,11,89,101.3200,32.9100,0.6544,Off T,Right Foot,Open Play,understat
23769,1859,389,11,94,102.2700,41.4100,0.0814,Saved,Right Foot,Open Play,understat
23770,1860,173,1,3,93.1300,31.6900,0.0166,Blocked,Head,From Corner,understat
23771,1860,193,1,12,96.6000,37.2600,0.1087,Off T,Left Foot,Open Play,understat
23772,1860,206,1,20,94.7100,42.3000,0.0738,Blocked,Left Foot,Open Play,understat
23773,1860,190,1,20,78.7500,36.2400,0.0179,Saved,Right Foot,Open Play,understat
23774,1860,172,1,22,93.8700,35.7700,0.0224,Saved,Head,From Corner,understat
23775,1860,186,1,31,80.9500,27.9500,0.0264,Blocked,Left Foot,Open Play,understat
23776,1860,186,1,33,93.1300,46.3800,0.0548,Blocked,Right Foot,Open Play,understat
23777,1860,193,1,33,95.8700,39.0300,0.1004,Saved,Left Foot,Open Play,understat
23778,1860,190,1,44,93.3500,30.2600,0.0155,Off T,Head,Set Piece,understat
23779,1860,206,1,47,93.1300,44.0600,0.0754,Blocked,Right Foot,Open Play,understat
23780,1860,193,1,51,85.2600,47.8000,0.0255,Saved,Left Foot,Open Play,understat
23781,1860,191,1,65,91.3500,35.7700,0.1367,Off T,Right Foot,Open Play,understat
23782,1860,191,1,80,79.8000,38.2800,0.0256,Saved,Right Foot,Open Play,understat
23783,1860,193,1,84,93.3500,27.8100,0.0770,Goal,Left Foot,Open Play,understat
23784,1860,193,1,94,84.3200,24.2800,0.0420,Saved,Left Foot,Open Play,understat
23785,1860,545,21,17,74.9700,40.1200,0.0205,Blocked,Right Foot,Open Play,understat
23786,1860,528,21,37,89.7800,44.3400,0.0627,Off T,Right Foot,Open Play,understat
23787,1860,551,21,45,90.2000,49.4400,0.0437,Blocked,Right Foot,Open Play,understat
23788,1860,543,21,64,76.3300,25.7700,0.0500,Blocked,Left Foot,Direct Freekick,understat
23789,1860,528,21,72,101.1200,40.9400,0.2856,Saved,Left Foot,Open Play,understat
23790,1860,534,21,91,82.6300,22.6400,0.0253,Off T,Right Foot,Open Play,understat
23791,1861,154,9,3,96.3900,30.4600,0.1368,Blocked,Right Foot,Open Play,understat
23792,1861,150,9,16,78.6500,24.5500,0.0211,Saved,Right Foot,Open Play,understat
23793,1861,150,9,26,74.8700,31.5500,0.0158,Off T,Right Foot,Set Piece,understat
23794,1861,154,9,35,85.6800,32.8400,0.0618,Saved,Right Foot,Open Play,understat
23795,1861,143,9,42,101.2200,30.4600,0.1263,Blocked,Head,Set Piece,understat
23796,1861,150,9,50,78.0200,16.3900,0.0161,Blocked,Right Foot,Open Play,understat
23797,1861,160,9,50,86.2000,29.1000,0.0457,Off T,Right Foot,From Corner,understat
23798,1861,160,9,52,92.8200,22.9800,0.0587,Blocked,Right Foot,Open Play,understat
23799,1861,157,9,72,84.0000,36.7200,0.0566,Saved,Left Foot,Open Play,understat
23800,1861,164,9,88,76.4400,36.1100,0.0396,Off T,Left Foot,Open Play,understat
23801,1862,301,3,11,94.6000,29.2400,0.0810,Off T,Head,Open Play,understat
23802,1862,288,3,11,97.3300,48.6900,0.0410,Blocked,Left Foot,Open Play,understat
23803,1862,307,3,12,85.5700,21.6900,0.0233,Off T,Left Foot,From Corner,understat
23804,1862,305,3,16,89.0400,27.4000,0.0781,Off T,Left Foot,Open Play,understat
23805,1862,307,3,22,97.3300,19.7200,0.0430,Blocked,Left Foot,Open Play,understat
23806,1862,284,3,38,94.7100,34.0000,0.1060,Blocked,Head,Set Piece,understat
23807,1862,288,3,38,100.7000,27.6800,0.4668,Saved,Right Foot,Set Piece,understat
23808,1862,293,3,39,75.0800,31.8900,0.0220,Blocked,Right Foot,From Corner,understat
23809,1862,305,3,39,88.6200,22.6400,0.0441,Saved,Left Foot,Open Play,understat
23810,1862,307,3,44,93.9800,32.2300,0.5405,Goal,Right Foot,Open Play,understat
23811,1862,305,3,59,84.6300,36.5800,0.0510,Saved,Left Foot,Open Play,understat
23812,1862,307,3,68,95.4500,33.2500,0.4854,Blocked,Left Foot,Open Play,understat
23813,1862,308,3,70,97.1200,35.4300,0.1382,Off T,Head,Open Play,understat
23814,1862,305,3,70,96.2800,18.8400,0.0359,Blocked,Left Foot,Open Play,understat
23815,1862,284,3,75,101.3200,30.2600,0.0795,Blocked,Head,From Corner,understat
23816,1862,308,3,83,99.3300,33.1800,0.5527,Goal,Head,Open Play,understat
23817,1862,29,26,31,76.7500,24.0700,0.0209,Blocked,Right Foot,Open Play,understat
23818,1862,33,26,55,78.3300,24.3400,0.0177,Post,Left Foot,Open Play,understat
23819,1862,32,26,65,76.2300,28.4900,0.0214,Off T,Right Foot,Open Play,understat
23820,1863,351,8,50,80.6400,27.6100,0.0809,Blocked,Left Foot,Direct Freekick,understat
23821,1863,329,8,51,82.7400,42.8400,0.0317,Off T,Right Foot,Open Play,understat
23822,1863,1161,8,68,96.2800,48.6200,0.0549,Off T,Left Foot,Open Play,understat
23823,1863,1161,8,81,94.4000,46.3800,0.1121,Saved,Right Foot,Open Play,understat
23824,1863,352,8,86,96.7000,32.1600,0.4012,Off T,Left Foot,Open Play,understat
23825,1864,534,21,8,98.3800,21.9000,0.0084,Off T,Head,Open Play,understat
23826,1864,522,21,17,100.8000,35.0900,0.5952,Goal,Head,Set Piece,understat
23827,1864,546,21,21,79.5900,41.2100,0.0327,Off T,Right Foot,Open Play,understat
23828,1864,550,21,23,91.9800,34.6100,0.0600,Off T,Head,Set Piece,understat
23829,1864,528,21,26,77.6000,41.1400,0.0261,Off T,Left Foot,From Corner,understat
23830,1864,545,21,34,82.7400,46.7200,0.0274,Off T,Right Foot,From Corner,understat
23831,1864,545,21,46,85.0500,31.4200,0.0948,Goal,Right Foot,Open Play,understat
23832,1864,546,21,54,92.1900,46.1000,0.1038,Saved,Left Foot,Open Play,understat
23833,1864,222,23,31,82.2200,31.3500,0.1065,Blocked,Left Foot,Direct Freekick,understat
23834,1864,228,23,52,89.4600,28.6300,0.0174,Saved,Head,Open Play,understat
23835,1864,240,23,67,102.3800,29.2400,0.1059,Off T,Right Foot,From Corner,understat
23836,1864,234,23,91,102.1700,23.1200,0.0508,Saved,Right Foot,Open Play,understat
23837,1865,473,16,4,102.6900,20.6700,0.0516,Off T,Right Foot,Open Play,understat
23838,1865,449,16,25,90.5100,30.9400,0.0200,Off T,Head,Set Piece,understat
23839,1865,463,16,45,76.4400,47.5300,0.0185,Off T,Right Foot,Open Play,understat
23840,1865,471,16,51,84.3200,27.2000,0.0512,Blocked,Left Foot,Open Play,understat
23841,1865,473,16,51,89.8800,24.0700,0.0772,Blocked,Right Foot,Open Play,understat
23842,1865,449,16,53,78.2200,28.7000,0.0652,Saved,Left Foot,Direct Freekick,understat
23843,1865,462,16,69,90.8200,38.5600,0.0894,Blocked,Right Foot,Open Play,understat
23844,1865,471,16,94,80.9500,31.7600,0.0301,Off T,Left Foot,Open Play,understat
23845,1865,689,4,0,85.8900,36.7200,0.0540,Off T,Left Foot,Open Play,understat
23846,1865,689,4,42,96.8100,21.4900,0.0077,Off T,Head,Set Piece,understat
23847,1865,689,4,59,89.1500,27.1300,0.0589,Goal,Left Foot,Open Play,understat
23848,1865,678,4,77,85.3700,37.6000,0.0532,Off T,Left Foot,Open Play,understat
23849,1865,669,4,79,72.4500,36.3100,0.0122,Saved,Left Foot,Open Play,understat
23850,1807,29,26,34,81.5800,44.1300,0.0189,Off T,Right Foot,From Corner,understat
23851,1807,29,26,42,74.3400,37.9400,0.0155,Blocked,Right Foot,Open Play,understat
23852,1807,33,26,48,79.9000,42.4300,0.0697,Blocked,Left Foot,Direct Freekick,understat
23853,1807,29,26,59,84.6300,22.1000,0.0282,Blocked,Right Foot,From Corner,understat
23854,1807,29,26,67,73.9200,34.4100,0.0255,Off T,Right Foot,From Corner,understat
23855,1807,33,26,73,86.7300,29.8500,0.0477,Blocked,Left Foot,Open Play,understat
23856,1807,33,26,73,87.6800,31.5500,0.0454,Off T,Left Foot,Open Play,understat
23857,1807,30,26,76,83.1600,39.7100,0.0270,Off T,Left Foot,From Corner,understat
23858,1807,32,26,76,88.7200,34.6100,0.0292,Blocked,Right Foot,Open Play,understat
23859,1807,29,26,77,86.0000,33.1800,0.0520,Blocked,Right Foot,Open Play,understat
23860,1807,29,26,86,73.5000,39.3700,0.0153,Saved,Right Foot,Open Play,understat
23861,1807,29,26,88,94.5000,37.7400,0.0814,Off T,Right Foot,Open Play,understat
23862,1807,41,26,94,92.7200,29.8500,0.0287,Post,Head,Open Play,understat
23863,1807,604,5,2,72.7700,35.9000,0.0126,Off T,Right Foot,From Corner,understat
23864,1807,605,5,21,72.8700,40.3900,0.0115,Off T,Left Foot,Open Play,understat
23865,1807,619,5,27,98.3800,31.9600,0.4650,Goal,Right Foot,Open Play,understat
23866,1807,619,5,43,60.0600,48.4800,0.0084,Off T,Right Foot,Open Play,understat
23867,1807,619,5,46,94.9200,24.0700,0.1004,Blocked,Right Foot,Open Play,understat
23868,1806,72,10,14,96.6000,37.4000,0.0976,Off T,Right Foot,Open Play,understat
23869,1806,49,10,38,79.5900,35.4300,0.0243,Off T,Right Foot,Open Play,understat
23870,1806,72,10,50,94.6000,35.2200,0.4421,Goal,Right Foot,Open Play,understat
23871,1806,72,10,61,88.9300,34.0700,0.3686,Saved,Left Foot,Open Play,understat
23872,1806,48,10,71,97.4400,41.5500,0.0346,Off T,OtherBodyPart,From Corner,understat
23873,1806,63,10,74,95.2300,37.3300,0.2662,Saved,Head,Open Play,understat
23874,1806,58,10,74,80.9500,42.9100,0.0251,Saved,Right Foot,Open Play,understat
23875,1806,48,10,82,100.1700,36.1100,0.0911,Off T,Head,Set Piece,understat
23876,1806,250,22,2,73.0800,28.6300,0.0398,Off T,Right Foot,Direct Freekick,understat
23877,1806,272,22,6,76.8600,32.1000,0.0227,Off T,Left Foot,Open Play,understat
23878,1806,272,22,11,81.1700,44.8800,0.0181,Blocked,Left Foot,Open Play,understat
23879,1806,256,22,12,82.4200,31.9600,0.0175,Blocked,Right Foot,From Corner,understat
23880,1806,261,22,17,84.1000,18.9000,0.0244,Saved,Right Foot,Open Play,understat
23881,1806,270,22,21,95.9700,24.4100,0.0798,Off T,Right Foot,Open Play,understat
23882,1806,272,22,24,75.9200,28.4900,0.0183,Off T,Left Foot,Open Play,understat
23883,1806,261,22,27,74.8700,30.6700,0.0162,Blocked,Right Foot,Open Play,understat
23884,1806,272,22,49,82.0000,22.6400,0.0737,Off T,Left Foot,Direct Freekick,understat
23885,1806,270,22,56,92.1900,24.0700,0.3039,Goal,Right Foot,Open Play,understat
23886,1806,273,22,66,85.4700,30.8700,0.0511,Blocked,Left Foot,Open Play,understat
23887,1806,249,22,67,96.6000,30.8700,0.0481,Off T,Head,From Corner,understat
23888,1806,256,22,79,97.8600,38.7600,0.0543,Post,Head,Open Play,understat
23889,1806,270,22,79,101.1200,30.9400,0.6033,Goal,Right Foot,Open Play,understat
23890,1806,275,22,90,94.7100,42.7700,0.1322,Off T,Left Foot,Open Play,understat
23891,1806,265,22,94,96.5000,29.3100,0.1153,Blocked,Left Foot,Open Play,understat
23892,1808,154,9,12,79.9000,22.3000,0.0157,Blocked,Right Foot,Open Play,understat
23893,1808,150,9,13,78.6500,21.1500,0.0214,Goal,Right Foot,From Corner,understat
23894,1808,157,9,23,80.3200,50.6600,0.0101,Off T,Right Foot,Set Piece,understat
23895,1808,132,9,33,97.2300,37.2600,0.1308,Off T,Head,Set Piece,understat
23896,1808,154,9,36,79.2800,32.5700,0.0311,Off T,Right Foot,Open Play,understat
23897,1808,153,9,65,83.5800,41.3400,0.0477,Blocked,Right Foot,Open Play,understat
23898,1808,157,9,69,92.0800,47.6000,0.0543,Off T,Right Foot,Open Play,understat
23899,1808,157,9,72,78.5400,30.5300,0.0293,Goal,Right Foot,Open Play,understat
23900,1808,307,3,7,88.4100,32.5700,0.0660,Blocked,Left Foot,Open Play,understat
23901,1808,307,3,9,92.5000,39.5100,0.0700,Off T,Left Foot,Open Play,understat
23902,1808,307,3,15,93.7700,37.2600,0.0635,Post,Head,Open Play,understat
23903,1808,308,3,16,97.7500,36.4500,0.2762,Off T,Head,Open Play,understat
23904,1808,307,3,31,77.6000,19.2400,0.0167,Saved,Left Foot,Open Play,understat
23905,1808,307,3,37,99.2200,19.4500,0.0899,Blocked,Left Foot,Open Play,understat
23906,1808,308,3,80,100.4800,34.4800,0.5892,Off T,Right Foot,Open Play,understat
23907,1808,308,3,82,97.8600,30.7400,0.1214,Off T,Right Foot,Open Play,understat
23908,1808,305,3,88,79.8000,15.5700,0.0162,Off T,Left Foot,Open Play,understat
23909,1809,422,25,28,92.0800,40.5300,0.0995,Blocked,Left Foot,Open Play,understat
23910,1809,420,25,36,94.4000,31.3500,0.1073,Off T,Head,Open Play,understat
23911,1809,410,25,77,96.2800,35.8400,0.0453,Off T,Head,From Corner,understat
23912,1809,415,25,80,87.6800,39.7800,0.0725,Saved,Left Foot,Open Play,understat
23913,1809,420,25,80,79.5900,35.6300,0.0255,Off T,Right Foot,Open Play,understat
23914,1809,420,25,85,96.5000,34.1400,0.0724,Saved,Head,Open Play,understat
23915,1809,407,25,86,99.8500,34.2000,0.1460,Off T,Head,Set Piece,understat
23916,1809,442,25,94,97.4400,35.5000,0.4100,Saved,Head,Open Play,understat
23917,1809,442,25,98,92.9200,34.0000,0.7433,Goal,Right Foot,Penalty,understat
23918,1809,766,7,15,75.2800,40.1900,0.0186,Off T,Right Foot,Open Play,understat
23919,1809,751,7,30,75.8100,36.5800,0.0126,Saved,Right Foot,Open Play,understat
23920,1809,766,7,34,96.3900,43.4500,0.2899,Off T,Left Foot,Open Play,understat
23921,1809,753,7,40,99.8500,37.0600,0.6350,Goal,Left Foot,Open Play,understat
23922,1809,751,7,46,80.9500,29.6500,0.0272,Blocked,Right Foot,Open Play,understat
23923,1809,751,7,57,92.9200,34.0000,0.7433,Saved,Right Foot,Penalty,understat
23924,1809,754,7,72,77.8000,34.6100,0.0164,Off T,Left Foot,Open Play,understat
23925,1809,754,7,101,92.5000,35.5600,0.4201,Blocked,Left Foot,Open Play,understat
23926,1810,515,2,6,98.6000,34.6800,0.4770,Goal,Head,Set Piece,understat
23927,1810,515,2,21,98.4900,33.8000,0.7049,Goal,Right Foot,Open Play,understat
23928,1810,508,2,23,89.8800,37.2600,0.3293,Saved,Right Foot,Open Play,understat
23929,1810,515,2,23,96.6000,44.3400,0.0952,Saved,Right Foot,Open Play,understat
23930,1810,515,2,31,94.5000,25.6400,0.2952,Goal,Right Foot,Open Play,understat
23931,1810,501,2,38,84.8400,35.2900,0.0798,Saved,Left Foot,Open Play,understat
23932,1810,510,2,48,93.8700,18.3600,0.0605,Blocked,Left Foot,Open Play,understat
23933,1810,486,2,52,93.2400,30.4000,0.0168,Blocked,Head,From Corner,understat
23934,1810,508,2,73,80.3200,31.2800,0.0367,Blocked,Left Foot,Open Play,understat
23935,1810,515,2,74,90.7200,37.8800,0.1278,Saved,Right Foot,Open Play,understat
23936,1810,515,2,79,77.3800,33.9300,0.0157,Blocked,Right Foot,Open Play,understat
23937,1810,508,2,81,72.1300,47.9400,0.0301,Blocked,Left Foot,Direct Freekick,understat
23938,1811,374,11,13,85.0500,34.0000,0.0395,Off T,Left Foot,From Corner,understat
23939,1811,391,11,20,78.3300,21.4900,0.0184,Saved,Left Foot,Set Piece,understat
23940,1811,389,11,32,92.7200,47.3300,0.0492,Off T,Left Foot,Open Play,understat
23941,1811,373,11,46,92.6100,40.5300,0.0101,Blocked,Head,Set Piece,understat
23942,1811,391,11,49,92.9200,34.0000,0.7433,Goal,Left Foot,Penalty,understat
23943,1811,393,11,54,91.4500,30.3300,0.4216,Saved,Left Foot,Open Play,understat
23944,1811,374,11,60,78.4300,47.1200,0.0201,Blocked,Right Foot,Open Play,understat
23945,1811,374,11,79,72.7700,34.2000,0.0405,Blocked,Right Foot,Direct Freekick,understat
23946,1811,391,11,79,96.5000,51.3400,0.0411,Off T,Left Foot,Open Play,understat
23947,1811,391,11,81,91.4500,33.1200,0.1434,Off T,Left Foot,Open Play,understat
23948,1811,386,11,84,81.3800,22.7800,0.0283,Blocked,Left Foot,Open Play,understat
23949,1811,391,11,87,73.7100,25.2300,0.2374,Saved,Left Foot,Open Play,understat
23950,1811,207,1,16,95.2300,34.4800,0.0610,Saved,Head,Open Play,understat
23951,1811,193,1,16,89.2500,41.9600,0.0665,Off T,Left Foot,Open Play,understat
23952,1811,193,1,24,81.5800,27.2000,0.0283,Off T,Left Foot,Open Play,understat
23953,1811,207,1,27,100.3800,20.7400,0.0395,Saved,Right Foot,Open Play,understat
23954,1811,172,1,28,95.1300,37.3300,0.0239,Blocked,Head,From Corner,understat
23955,1811,207,1,33,92.0800,21.5600,0.0386,Saved,Right Foot,Open Play,understat
23956,1811,189,1,73,79.9000,27.4700,0.0213,Off T,Right Foot,Open Play,understat
23957,1811,193,1,92,85.3700,39.1700,0.0444,Off T,Left Foot,Open Play,understat
23958,1811,178,1,95,79.8000,45.2200,0.0211,Off T,Left Foot,Open Play,understat
23959,1812,91,6,4,68.4600,27.0000,0.0117,Saved,Right Foot,Open Play,understat
23960,1812,100,6,17,69.4000,27.6100,0.0120,Saved,Right Foot,Open Play,understat
23961,1812,121,6,25,96.6000,46.1700,0.0519,Saved,Left Foot,Open Play,understat
23962,1812,121,6,32,93.0300,28.9700,0.0445,Off T,Head,Open Play,understat
23963,1812,119,6,41,91.1400,20.1300,0.0477,Saved,Left Foot,Open Play,understat
23964,1812,119,6,46,90.8200,19.5200,0.0288,Off T,Right Foot,Set Piece,understat
23965,1812,106,6,71,78.0200,21.7600,0.0165,Off T,Left Foot,Open Play,understat
23966,1812,110,6,72,79.9000,47.2600,0.0177,Off T,Left Foot,Open Play,understat
23967,1812,115,6,77,97.5500,35.9700,0.0717,Off T,OtherBodyPart,Open Play,understat
23968,1812,106,6,83,76.0200,45.2900,0.0168,Goal,Left Foot,Open Play,understat
23969,1812,119,6,90,85.6800,23.4600,0.0787,Off T,Left Foot,Open Play,understat
23970,1812,121,6,91,94.5000,34.2000,0.1052,Off T,Head,Open Play,understat
23971,1812,110,6,94,96.3900,32.9800,0.3952,Off T,Head,Open Play,understat
23972,1813,72,10,0,79.4800,42.9100,0.0215,Off T,Left Foot,Open Play,understat
23973,1813,83,10,16,92.9200,34.0000,0.7433,Goal,Right Foot,Penalty,understat
23974,1813,63,10,19,81.3800,16.9300,0.0150,Blocked,Right Foot,Open Play,understat
23975,1813,49,10,27,89.8800,34.2000,0.0947,Off T,Right Foot,Open Play,understat
23976,1813,63,10,44,89.4600,46.7800,0.0480,Saved,Left Foot,Open Play,understat
23977,1813,51,10,46,95.4500,39.7100,0.0166,Off T,Head,From Corner,understat
23978,1813,72,10,52,75.6000,42.9100,0.0144,Off T,Right Foot,Open Play,understat
23979,1813,51,10,67,96.7000,32.7100,0.0531,Blocked,Head,From Corner,understat
23980,1813,72,10,71,92.9200,34.0000,0.7433,Goal,Right Foot,Penalty,understat
23981,1813,67,10,94,95.8700,19.8600,0.0396,Blocked,Left Foot,Open Play,understat
23982,1814,735,7,5,95.5500,36.7200,0.0732,Goal,Right Foot,From Corner,understat
23983,1814,756,7,10,92.6100,15.7800,0.0500,Saved,Left Foot,From Corner,understat
23984,1814,756,7,40,81.5800,34.4100,0.0657,Saved,Left Foot,Open Play,understat
23985,1814,735,7,58,97.5500,41.4100,0.0708,Off T,Right Foot,From Corner,understat
23986,1814,766,7,87,92.1900,28.8300,0.0154,Off T,Head,Open Play,understat
23987,1814,545,21,20,78.8500,46.1000,0.0178,Off T,Right Foot,Set Piece,understat
23988,1814,543,21,47,95.8700,42.3600,0.2868,Saved,Head,Open Play,understat
23989,1814,545,21,60,91.8800,21.4200,0.0439,Off T,Right Foot,Open Play,understat
23990,1814,543,21,77,94.8200,37.1300,0.0500,Blocked,Head,Open Play,understat
23991,1815,684,4,14,80.8500,46.5100,0.0198,Saved,Right Foot,Open Play,understat
23992,1815,681,4,16,94.4000,40.9400,0.0942,Off T,Left Foot,Open Play,understat
23993,1815,689,4,17,100.2800,30.5300,0.1003,Blocked,Right Foot,Open Play,understat
23994,1815,689,4,19,93.0300,31.6900,0.0420,Saved,Head,From Corner,understat
23995,1815,681,4,30,90.7200,31.6900,0.0621,Blocked,Right Foot,Open Play,understat
23996,1815,684,4,40,89.5700,50.2500,0.0266,Blocked,Right Foot,Open Play,understat
23997,1815,689,4,42,101.5300,40.1200,0.4309,Saved,Left Foot,Open Play,understat
23998,1815,681,4,47,85.6800,34.0700,0.0578,Saved,Right Foot,Open Play,understat
23999,1815,689,4,55,97.7500,35.2900,0.1263,Blocked,Left Foot,Open Play,understat
24000,1815,675,4,58,100.4800,30.9400,0.5637,Goal,Right Foot,Set Piece,understat
24001,1815,681,4,64,102.6900,28.6300,0.3325,Saved,Right Foot,Open Play,understat
24002,1815,684,4,69,94.5000,48.5500,0.0371,Off T,Right Foot,Open Play,understat
24003,1815,677,4,83,94.4000,30.0600,0.0573,Off T,Right Foot,Open Play,understat
24004,1815,689,4,91,93.3500,35.8400,0.0176,Off T,Head,From Corner,understat
24005,1815,47,4,100,89.1500,31.1400,0.0612,Off T,Right Foot,Open Play,understat
24006,1815,207,1,6,96.3900,32.1000,0.5362,Goal,Right Foot,Open Play,understat
24007,1815,173,1,11,95.2300,32.7100,0.0851,Off T,Head,From Corner,understat
24008,1815,207,1,23,99.9600,34.2000,0.6766,Blocked,Right Foot,Open Play,understat
24009,1815,191,1,23,96.3900,35.4300,0.5139,Off T,Left Foot,Open Play,understat
24010,1815,204,1,61,88.2000,43.7900,0.0538,Blocked,Right Foot,Open Play,understat
24011,1815,175,1,72,90.6200,34.2000,0.0304,Saved,Head,Set Piece,understat
24012,1816,415,25,22,75.7000,35.0200,0.0131,Off T,Left Foot,Open Play,understat
24013,1816,410,25,36,89.8800,34.3400,0.0680,Off T,Right Foot,From Corner,understat
24014,1816,416,25,61,102.1700,25.7000,0.0657,Blocked,Right Foot,Open Play,understat
24015,1816,407,25,77,92.0800,34.4100,0.0625,Saved,Head,Set Piece,understat
24016,1816,420,25,84,95.7600,32.3000,0.0480,Off T,Head,Open Play,understat
24017,1816,122,6,8,96.6000,38.4900,0.3260,Off T,Right Foot,Open Play,understat
24018,1816,106,6,25,83.7900,45.5600,0.0268,Blocked,Left Foot,From Corner,understat
24019,1816,121,6,27,89.3500,28.2900,0.0458,Off T,Left Foot,Open Play,understat
24020,1816,96,6,27,75.5000,44.6800,0.0185,Blocked,Left Foot,Open Play,understat
24021,1816,121,6,28,95.4500,27.4700,0.0422,Saved,Head,From Corner,understat
24022,1816,122,6,29,90.8200,36.9900,0.5412,Off T,Left Foot,Open Play,understat
24023,1816,121,6,40,80.5300,32.3000,0.0518,Saved,Left Foot,Open Play,understat
24024,1816,121,6,43,96.9200,31.9600,0.3934,Goal,Head,Open Play,understat
