shot_id,match_id,player_id,team_id,minute,x,y,xg,result,shot_type,situation,data_source
27539,1583,187,1,54,96.0800,27.4000,0.0817,Off T,Right Foot,From Corner,understat
27540,1583,202,1,56,81.5800,21.9000,0.0224,Saved,Left Foot,Open Play,understat
27541,1583,190,1,57,74.3400,33.1800,0.0151,Saved,Right Foot,Open Play,understat
27542,1583,202,1,61,82.4200,44.6800,0.0230,Saved,Left Foot,Open Play,understat
27543,1583,202,1,65,82.6300,28.2200,0.0341,Saved,Left Foot,Open Play,understat
27544,1583,184,1,67,76.9700,25.1600,0.0166,Post,Left Foot,Open Play,understat
27545,1583,175,1,70,82.0000,22.0300,0.0193,Blocked,Right Foot,Open Play,understat
27546,1583,193,1,84,91.7700,30.8000,0.1213,Goal,Left Foot,Open Play,understat
27547,1583,202,1,90,87.7800,19.4500,0.0289,Goal,Left Foot,Open Play,understat
27548,1584,121,6,1,88.7200,45.4200,0.0512,Off T,Left Foot,Open Play,understat
27549,1584,96,6,38,89.5700,39.5100,0.0979,Off T,Left Foot,Open Play,understat
27550,1584,110,6,40,97.9700,23.3900,0.0224,Blocked,Head,Set Piece,understat
27551,1584,119,6,48,95.2300,20.9400,0.0564,Saved,Right Foot,Open Play,understat
27552,1584,112,6,49,83.7900,23.2600,0.0221,Off T,Right Foot,From Corner,understat
27553,1584,110,6,60,97.3300,30.7400,0.3398,Saved,Head,From Corner,understat
27554,1584,106,6,73,85.3700,20.8800,0.0270,Blocked,Left Foot,Open Play,understat
27555,1584,119,6,79,92.3000,23.0500,0.0560,Blocked,Left Foot,Open Play,understat
27556,1584,106,6,82,84.6300,28.3600,0.0449,Saved,Left Foot,Open Play,understat
27557,1584,115,6,89,89.0400,34.8200,0.0699,Blocked,Right Foot,Open Play,understat
27558,1584,121,6,90,95.2300,35.9000,0.0562,Off T,Head,Open Play,understat
27559,1584,766,7,27,90.3000,28.0200,0.0895,Off T,Right Foot,Open Play,understat
27560,1585,442,25,9,95.0200,30.2600,0.4220,Goal,Right Foot,Open Play,understat
27561,1585,437,25,23,96.7000,39.0300,0.4696,Saved,Right Foot,Open Play,understat
27562,1585,435,25,30,86.3100,27.3400,0.0660,Off T,Right Foot,Open Play,understat
27563,1585,437,25,38,92.1900,23.7300,0.0827,Off T,Right Foot,Open Play,understat
27564,1585,420,25,43,83.4800,46.3800,0.0334,Off T,Right Foot,Open Play,understat
27565,1585,420,25,48,78.5400,30.5300,0.0324,Saved,Left Foot,Open Play,understat
27566,1585,407,25,49,99.9600,26.5200,0.0280,Blocked,Head,From Corner,understat
27567,1585,420,25,49,100.3800,32.3700,0.1028,Off T,Head,From Corner,understat
27568,1585,435,25,55,83.9000,20.2000,0.0313,Saved,Left Foot,Open Play,understat
27569,1585,435,25,56,82.3200,22.2400,0.0198,Off T,Left Foot,Open Play,understat
27570,1585,437,25,66,91.7700,39.5800,0.3470,Saved,Right Foot,Open Play,understat
27571,1585,409,25,74,93.7700,44.3400,0.0891,Saved,Left Foot,Open Play,understat
27572,1585,228,23,7,75.9200,42.7700,0.0186,Off T,Right Foot,Open Play,understat
27573,1585,228,23,25,74.2300,35.9000,0.0168,Saved,Right Foot,Open Play,understat
27574,1585,240,23,63,95.8700,34.2000,0.0484,Off T,Head,Open Play,understat
27575,1585,222,23,68,76.1200,29.7200,0.0539,Off T,Left Foot,Direct Freekick,understat
27576,1585,237,23,79,95.3400,29.9200,0.1058,Off T,Right Foot,Open Play,understat
27577,1585,225,23,88,85.6800,35.1600,0.0496,Blocked,Left Foot,Open Play,understat
27578,1586,29,26,73,86.3100,26.1800,0.0471,Off T,Right Foot,Open Play,understat
27579,1586,16,26,84,96.2800,22.3000,0.0518,Off T,Right Foot,Open Play,understat
27580,1586,29,26,95,85.8900,38.3500,0.0450,Blocked,Right Foot,Open Play,understat
27581,1586,250,22,5,101.3200,39.7800,0.0932,Off T,Head,From Corner,understat
27582,1586,261,22,13,81.6900,46.1700,0.0204,Off T,Right Foot,Open Play,understat
27583,1586,256,22,15,90.7200,46.5800,0.0372,Off T,Right Foot,Set Piece,understat
27584,1586,272,22,21,77.2800,40.3200,0.0137,Blocked,Left Foot,Open Play,understat
27585,1586,250,22,21,96.2800,35.1600,0.0477,Saved,Head,From Corner,understat
27586,1586,261,22,33,80.3200,52.1600,0.0138,Off T,Right Foot,Open Play,understat
27587,1586,272,22,45,79.8000,16.3900,0.0141,Saved,Left Foot,Open Play,understat
27588,1586,272,22,62,95.1300,25.3000,0.0720,Saved,Left Foot,Open Play,understat
27589,1586,270,22,87,90.3000,18.0200,0.0368,Blocked,Right Foot,Open Play,understat
27590,1586,270,22,87,90.3000,20.6700,0.0470,Saved,Left Foot,Open Play,understat
27591,1587,333,8,7,92.9200,34.0000,0.7433,Goal,Right Foot,Penalty,understat
27592,1587,1161,8,17,91.6700,20.4000,0.0641,Goal,Left Foot,Open Play,understat
27593,1587,351,8,36,92.9200,34.0000,0.7433,Goal,Left Foot,Penalty,understat
27594,1587,351,8,54,99.5400,35.8400,0.5277,Off T,Head,Set Piece,understat
27595,1587,351,8,85,93.0300,47.4000,0.1294,Off T,Left Foot,Open Play,understat
27596,1587,290,16,1,75.0800,31.6900,0.0142,Off T,Left Foot,From Corner,understat
27597,1587,463,16,3,87.2500,23.5300,0.0301,Off T,Right Foot,Open Play,understat
27598,1587,449,16,11,77.8000,25.4300,0.0567,Saved,Left Foot,Direct Freekick,understat
27599,1587,468,16,77,89.0400,44.0600,0.0209,Off T,Right Foot,From Corner,understat
27600,1587,474,16,91,96.1800,29.4400,0.1030,Off T,Head,Open Play,understat
27601,1587,468,16,94,75.5000,38.4900,0.0106,Blocked,Right Foot,Set Piece,understat
27602,1588,605,5,17,89.7800,20.7400,0.1033,Saved,Right Foot,Open Play,understat
27603,1588,605,5,18,90.7200,29.1700,0.0868,Goal,Right Foot,Open Play,understat
27604,1588,620,5,47,81.0600,40.1900,0.0357,Off T,Left Foot,Open Play,understat
27605,1588,612,5,46,83.7900,27.4000,0.0362,Blocked,Left Foot,Open Play,understat
27606,1588,604,5,62,78.7500,41.6200,0.0166,Off T,Right Foot,From Corner,understat
27607,1588,619,5,90,91.1400,23.8000,0.3246,Goal,Right Foot,Open Play,understat
27608,1588,374,11,22,99.6500,33.3200,0.1452,Blocked,Right Foot,From Corner,understat
27609,1588,374,11,52,92.9200,34.0000,0.7433,Goal,Right Foot,Penalty,understat
27610,1588,374,11,54,76.3300,31.0800,0.0165,Off T,Right Foot,Open Play,understat
27611,1588,374,11,59,74.2300,36.9200,0.0162,Off T,Right Foot,Open Play,understat
27612,1588,386,11,68,83.3700,50.8600,0.0582,Saved,Left Foot,Direct Freekick,understat
27613,1588,391,11,78,102.2700,23.5300,0.0279,Off T,Right Foot,Open Play,understat
27614,1588,393,11,85,75.0800,46.5800,0.0110,Off T,Left Foot,Open Play,understat
27615,1588,361,11,89,95.5500,31.8900,0.0439,Saved,Head,Open Play,understat
27616,1588,361,11,95,96.5000,37.4700,0.1229,Blocked,Left Foot,Open Play,understat
27617,1588,361,11,96,94.6000,40.1200,0.0271,Saved,Head,Open Play,understat
27618,1588,393,11,97,77.7000,49.8400,0.0125,Saved,Left Foot,Open Play,understat
27619,1588,361,11,97,98.3800,35.0900,0.5328,Goal,Left Foot,Open Play,understat
27620,1588,361,11,98,90.5100,30.2600,0.0110,Off T,Head,Open Play,understat
27621,1590,437,25,27,77.6000,32.4400,0.0215,Blocked,Right Foot,Open Play,understat
27622,1590,442,25,38,90.0900,50.1800,0.0492,Off T,Right Foot,Open Play,understat
27623,1590,442,25,55,90.2000,33.3200,0.0157,Off T,Head,Open Play,understat
27624,1590,442,25,67,86.0000,37.0600,0.0802,Blocked,Right Foot,Open Play,understat
27625,1590,407,25,90,103.7400,46.3100,0.0518,Off T,Left Foot,Open Play,understat
27626,1590,420,25,92,96.1800,33.8000,0.0483,Off T,Head,From Corner,understat
27627,1590,309,3,20,97.8600,33.8600,0.5806,Saved,Right Foot,Open Play,understat
27628,1590,309,3,21,100.9000,33.6600,0.5856,Saved,Left Foot,Open Play,understat
27629,1590,282,3,29,100.4800,38.4900,0.1307,Saved,Head,Set Piece,understat
27630,1590,307,3,37,96.8100,26.2500,0.1044,Off T,Right Foot,Open Play,understat
27631,1590,307,3,51,92.1900,28.6300,0.0964,Blocked,Right Foot,Open Play,understat
27632,1590,281,3,71,72.9700,46.1700,0.0142,Off T,Left Foot,Open Play,understat
27633,1589,237,23,8,94.4000,31.3500,0.1024,Off T,Head,Open Play,understat
27634,1589,237,23,23,97.3300,24.0700,0.3463,Saved,Right Foot,Open Play,understat
27635,1589,227,23,27,100.9000,38.2800,0.4958,Goal,Left Foot,Open Play,understat
27636,1589,227,23,42,96.5000,36.4500,0.0489,Off T,Head,From Corner,understat
27637,1589,216,23,42,99.5400,31.8900,0.3890,Saved,Head,From Corner,understat
27638,1589,228,23,48,88.4100,33.5200,0.0859,Goal,Right Foot,Open Play,understat
27639,1589,237,23,54,82.6300,34.2700,0.0455,Off T,Left Foot,Open Play,understat
27640,1589,228,23,55,86.1000,24.0700,0.0600,Off T,Right Foot,Open Play,understat
27641,1589,239,23,63,92.5000,36.3100,0.0904,Off T,Right Foot,Open Play,understat
27642,1589,230,23,69,85.8900,26.0400,0.0590,Off T,Left Foot,Open Play,understat
27643,1589,49,10,6,102.3800,35.8400,0.5651,Saved,Right Foot,From Corner,understat
27644,1589,73,10,10,102.4800,30.1200,0.7515,Goal,Right Foot,Open Play,understat
27645,1589,73,10,17,95.1300,31.0800,0.4765,Saved,Left Foot,Open Play,understat
27646,1589,73,10,18,88.6200,19.3800,0.0269,Off T,Left Foot,From Corner,understat
27647,1589,73,10,18,85.7800,31.7600,0.0860,Off T,Left Foot,Open Play,understat
27648,1589,60,10,39,89.7800,21.2200,0.0416,Off T,Right Foot,Open Play,understat
27649,1589,72,10,46,84.5200,33.3900,0.0478,Blocked,Right Foot,Open Play,understat
27650,1589,72,10,60,79.3800,28.4900,0.0250,Saved,Right Foot,Open Play,understat
27651,1589,55,10,79,90.9300,19.1800,0.0400,Saved,Left Foot,From Corner,understat
27652,1589,76,10,83,82.4200,48.1400,0.0227,Blocked,Right Foot,Open Play,understat
27653,1589,55,10,87,84.5200,44.9500,0.0234,Off T,Left Foot,From Corner,understat
27654,1589,55,10,92,97.1200,39.3700,0.1067,Blocked,Right Foot,Open Play,understat
27655,1591,115,6,15,79.5900,39.7100,0.0219,Blocked,Right Foot,Set Piece,understat
27656,1591,106,6,36,75.2800,28.4200,0.0138,Blocked,Left Foot,Open Play,understat
27657,1591,117,6,56,85.6800,27.0600,0.0496,Saved,Right Foot,Open Play,understat
27658,1591,117,6,71,86.3100,36.3100,0.0599,Blocked,Left Foot,Open Play,understat
27659,1592,536,21,29,99.8500,29.3100,0.3945,Off T,Head,Open Play,understat
27660,1592,541,21,45,84.3200,27.2000,0.0295,Blocked,Right Foot,From Corner,understat
27661,1592,528,21,49,97.5500,46.5100,0.0651,Blocked,Left Foot,Open Play,understat
27662,1592,550,21,52,100.9000,40.9400,0.3438,Off T,Right Foot,Open Play,understat
27663,1592,522,21,62,0.8400,31.4800,0.0000,OwnGoal,Right Foot,Set Piece,understat
27664,1592,551,21,78,102.5800,30.3300,0.0608,Post,Head,From Corner,understat
27665,1592,524,21,78,101.7500,33.1200,0.3191,Goal,Head,From Corner,understat
27666,1592,522,21,88,100.4800,46.7800,0.0466,Blocked,Right Foot,Open Play,understat
27667,1592,550,21,89,97.6500,43.3200,0.0227,Saved,Head,From Corner,understat
27668,1592,551,21,96,96.1800,23.6600,0.0784,Saved,Right Foot,Open Play,understat
27669,1592,528,21,96,85.5700,35.2900,0.0464,Saved,Right Foot,Open Play,understat
27670,1592,522,21,96,103.7400,40.3200,0.0931,Saved,Left Foot,From Corner,understat
27671,1592,543,21,97,92.8200,36.7200,0.0817,Goal,Right Foot,From Corner,understat
27672,1593,510,2,16,78.3300,31.9600,0.0154,Saved,Left Foot,Open Play,understat
27673,1593,494,2,18,76.2300,42.3000,0.0124,Saved,Left Foot,From Corner,understat
27674,1593,486,2,18,100.9000,34.6800,0.4853,Goal,Head,From Corner,understat
27675,1593,514,2,21,100.1700,33.1200,0.5790,Off T,Right Foot,Open Play,understat
27676,1593,510,2,23,85.5700,21.9600,0.0294,Saved,Left Foot,Open Play,understat
27677,1593,510,2,31,92.3000,20.8100,0.0515,Goal,Left Foot,Open Play,understat
27678,1593,508,2,33,91.2500,41.9600,0.2522,Goal,Left Foot,Open Play,understat
27679,1593,484,2,37,93.6600,37.7400,0.0750,Off T,Left Foot,Set Piece,understat
27680,1593,508,2,41,95.5500,34.4100,0.3309,Off T,Head,Open Play,understat
27681,1593,508,2,44,96.6000,34.8200,0.5731,Goal,Left Foot,Open Play,understat
27682,1593,514,2,48,95.9700,38.7600,0.1362,Blocked,Right Foot,Open Play,understat
27683,1593,510,2,48,91.3500,34.8800,0.1286,Blocked,Right Foot,Open Play,understat
27684,1593,510,2,48,83.0500,24.6200,0.0397,Off T,Left Foot,Open Play,understat
27685,1593,505,2,53,81.8000,42.3600,0.0367,Off T,Right Foot,Open Play,understat
27686,1593,514,2,65,81.8000,34.0000,0.0537,Blocked,Right Foot,Open Play,understat
27687,1593,510,2,72,81.2700,32.1600,0.0248,Saved,Left Foot,Open Play,understat
27688,1593,508,2,73,101.7500,37.6000,0.6428,Off T,Left Foot,Open Play,understat
27689,1593,510,2,78,95.1300,17.5400,0.0317,Saved,Left Foot,Open Play,understat
27690,1593,514,2,78,97.1200,32.2300,0.1469,Blocked,Right Foot,Open Play,understat
27691,1593,508,2,87,79.1700,39.1700,0.0302,Off T,Left Foot,Open Play,understat
27692,1593,502,2,90,90.0900,37.5400,0.1060,Blocked,Right Foot,Open Play,understat
27693,1593,508,2,97,93.7700,25.3600,0.3225,Off T,Right Foot,Open Play,understat
27694,1593,161,9,74,94.1800,24.6800,0.0774,Blocked,Right Foot,Open Play,understat
27695,1593,157,9,85,85.6800,50.3200,0.0223,Saved,Right Foot,Open Play,understat
27696,1594,748,7,39,85.3700,50.1200,0.0257,Saved,Right Foot,From Corner,understat
27697,1594,765,7,46,96.7000,40.0500,0.0818,Off T,Head,Set Piece,understat
27698,1594,737,7,51,93.9800,40.6000,0.0133,Post,Head,From Corner,understat
27699,1594,754,7,56,83.5800,50.3200,0.0160,Blocked,Left Foot,From Corner,understat
27700,1594,735,7,62,76.2300,18.3600,0.0148,Off T,Right Foot,Open Play,understat
27701,1594,735,7,64,96.0800,33.2500,0.3075,Off T,Head,From Corner,understat
27702,1594,766,7,70,95.6500,38.3500,0.4581,Off T,Left Foot,Open Play,understat
27703,1594,765,7,90,88.6200,33.9300,0.2982,Saved,Left Foot,Open Play,understat
27704,1594,765,7,92,91.0300,19.0400,0.0480,Saved,Left Foot,Open Play,understat
27705,1595,193,1,30,85.3700,21.6200,0.0284,Saved,Left Foot,Open Play,understat
27706,1595,204,1,35,82.0000,24.8900,0.0205,Blocked,Right Foot,From Corner,understat
27707,1595,204,1,53,84.4200,22.3700,0.0242,Saved,Left Foot,Open Play,understat
27708,1595,202,1,59,78.2200,21.0800,0.0196,Saved,Left Foot,Open Play,understat
27709,1595,191,1,61,77.1800,32.0300,0.0204,Off T,Right Foot,Open Play,understat
27710,1595,202,1,92,83.2700,24.3400,0.0224,Saved,Left Foot,From Corner,understat
27711,1595,684,4,5,89.7800,41.9600,0.0606,Blocked,Right Foot,Open Play,understat
27712,1595,684,4,6,83.7900,49.0300,0.0147,Off T,Right Foot,Open Play,understat
27713,1595,675,4,23,97.3300,35.1600,0.1352,Off T,Head,Set Piece,understat
27714,1595,689,4,23,97.6500,33.3200,0.0761,Saved,Head,Set Piece,understat
27715,1595,678,4,41,90.7200,46.5800,0.0500,Off T,Left Foot,Open Play,understat
27716,1595,684,4,44,97.4400,46.5100,0.0379,Saved,Left Foot,From Corner,understat
27717,1595,689,4,46,90.2000,36.0400,0.0572,Off T,Left Foot,Open Play,understat
27718,1595,684,4,50,91.0300,44.4700,0.4512,Off T,Right Foot,Open Play,understat
27719,1595,689,4,74,98.3800,36.3100,0.3767,Goal,Left Foot,Open Play,understat
27720,1595,689,4,77,97.7500,31.2800,0.3992,Saved,Head,Set Piece,understat
27721,1595,689,4,78,96.1800,36.2400,0.0421,Off T,Head,From Corner,understat
27722,1595,675,4,93,96.1800,30.7400,0.0779,Off T,Right Foot,From Corner,understat
27723,1536,73,10,14,85.8900,21.9600,0.0310,Saved,Left Foot,Open Play,understat
27724,1536,63,10,43,78.8500,25.3600,0.0152,Saved,Left Foot,Open Play,understat
27725,1536,63,10,85,99.3300,35.7700,0.4510,Saved,Head,Open Play,understat
27726,1536,63,10,95,95.6500,46.1700,0.0530,Blocked,Right Foot,Open Play,understat
27727,1536,418,25,11,78.4300,25.3000,0.0205,Saved,Right Foot,Open Play,understat
27728,1536,435,25,26,90.5100,19.6500,0.0332,Blocked,Left Foot,Open Play,understat
27729,1536,435,25,27,85.5700,18.7700,0.0198,Saved,Left Foot,Open Play,understat
27730,1536,437,25,29,85.1500,42.1600,0.0665,Off T,Right Foot,Open Play,understat
27731,1536,409,25,32,92.5000,47.1200,0.0442,Blocked,Left Foot,Open Play,understat
27732,1536,435,25,35,94.2900,45.3600,0.0604,Saved,Left Foot,Open Play,understat
27733,1536,411,25,36,95.0200,27.8100,0.0410,Off T,Head,From Corner,understat
27734,1536,410,25,36,96.7000,34.8200,0.1364,Blocked,Right Foot,From Corner,understat
27735,1536,435,25,79,74.8700,34.3400,0.0494,Blocked,Left Foot,Direct Freekick,understat
27736,1536,442,25,79,100.3800,35.2200,0.6945,Goal,Right Foot,Set Piece,understat
27737,1537,98,6,9,88.6200,38.0800,0.0650,Blocked,Left Foot,Open Play,understat
27738,1537,91,6,10,99.7500,36.7200,0.2256,Off T,Head,From Corner,understat
27739,1537,121,6,32,96.1800,30.8700,0.0374,Off T,OtherBodyPart,From Corner,understat
27740,1537,112,6,58,90.4000,31.7600,0.0577,Saved,Right Foot,Open Play,understat
27741,1537,121,6,64,101.0100,27.2000,0.0773,Post,Head,Open Play,understat
27742,1537,112,6,66,90.4000,27.4700,0.0491,Off T,Right Foot,Open Play,understat
27743,1537,112,6,69,94.1800,29.7200,0.3179,Saved,Head,Open Play,understat
27744,1537,121,6,80,94.1800,33.7300,0.3763,Saved,Left Foot,Open Play,understat
27745,1537,121,6,82,96.9200,37.4000,0.2457,Off T,Right Foot,From Corner,understat
27746,1537,106,6,85,75.8100,33.5900,0.0149,Blocked,Left Foot,From Corner,understat
27747,1537,117,6,86,100.2800,41.5500,0.4059,Saved,Left Foot,From Corner,understat
27748,1537,112,6,95,86.2000,21.6900,0.0334,Blocked,Right Foot,Open Play,understat
27749,1537,619,5,2,94.2900,23.4600,0.5067,Off T,Right Foot,Open Play,understat
27750,1537,600,5,54,91.7700,44.5400,0.0722,Blocked,Right Foot,Open Play,understat
27751,1538,377,11,24,76.8600,28.5600,0.0171,Blocked,Right Foot,Open Play,understat
27752,1538,376,11,26,89.1500,30.5300,0.0534,Off T,Right Foot,From Corner,understat
27753,1538,376,11,32,93.3500,27.2700,0.1009,Saved,Right Foot,Open Play,understat
27754,1538,391,11,32,96.5000,37.8100,0.1325,Off T,Left Foot,Open Play,understat
27755,1538,376,11,37,75.3900,40.4600,0.0146,Off T,Left Foot,Open Play,understat
27756,1538,386,11,52,92.1900,22.8500,0.0830,Blocked,Right Foot,Open Play,understat
27757,1538,391,11,53,91.3500,29.2400,0.1067,Blocked,Right Foot,Open Play,understat
27758,1538,398,11,90,80.4300,36.4500,0.2799,Saved,Left Foot,Open Play,understat
27759,1538,33,26,13,82.8500,38.8300,0.0601,Saved,Right Foot,Open Play,understat
27760,1538,39,26,20,86.3100,52.0900,0.0156,Blocked,Right Foot,Open Play,understat
27761,1538,19,26,33,78.3300,34.1400,0.0184,Blocked,Right Foot,Open Play,understat
27762,1538,33,26,40,80.7500,41.8200,0.0262,Blocked,Left Foot,Open Play,understat
27763,1538,33,26,41,85.2600,35.0200,0.0519,Saved,Left Foot,Open Play,understat
27764,1538,39,26,47,90.9300,17.2700,0.0487,Off T,Right Foot,Open Play,understat
27765,1538,33,26,54,80.0100,45.1500,0.0161,Blocked,Left Foot,Open Play,understat
27766,1538,39,26,59,77.4900,39.2400,0.0193,Off T,Right Foot,Set Piece,understat
27767,1538,39,26,99,76.6500,51.4100,0.0094,Off T,Right Foot,Open Play,understat
27768,1538,39,26,101,78.3300,31.8900,0.0697,Off T,Right Foot,Direct Freekick,understat
27769,1539,346,8,0,87.9900,19.1800,0.0287,Saved,Left Foot,Open Play,understat
27770,1539,1161,8,5,94.9200,32.3700,0.1032,Blocked,Right Foot,Open Play,understat
27771,1539,1161,8,12,91.8800,36.9900,0.0407,Off T,Head,Open Play,understat
27772,1539,354,8,23,97.6500,27.6100,0.0881,Off T,Head,Open Play,understat
27773,1539,321,8,51,99.6500,32.9100,0.1316,Off T,Head,From Corner,understat
27774,1539,354,8,63,95.3400,34.0700,0.0594,Off T,Head,Open Play,understat
27775,1539,332,8,80,79.5900,21.9600,0.0145,Blocked,Right Foot,Open Play,understat
27776,1540,282,3,14,93.1300,39.5100,0.0137,Saved,Head,From Corner,understat
27777,1540,309,3,22,95.5500,34.8200,0.4600,Goal,Left Foot,Open Play,understat
27778,1540,309,3,30,91.8800,39.2400,0.3598,Goal,Right Foot,Open Play,understat
27779,1540,307,3,44,78.6500,31.0800,0.2868,Goal,Left Foot,Open Play,understat
27780,1540,282,3,61,93.9800,32.9800,0.0622,Off T,Right Foot,From Corner,understat
27781,1541,164,9,2,89.2500,34.0000,0.2846,Saved,Left Foot,Open Play,understat
27782,1541,154,9,17,93.5500,42.3000,0.1186,Saved,Right Foot,Open Play,understat
27783,1541,164,9,31,85.8900,34.0000,0.0565,Off T,Left Foot,Open Play,understat
27784,1541,153,9,36,77.9100,32.9800,0.0211,Saved,Right Foot,Open Play,understat
27785,1541,164,9,36,95.4500,29.5100,0.0638,Off T,Head,From Corner,understat
27786,1541,155,9,39,89.5700,32.5700,0.0774,Off T,Right Foot,Open Play,understat
27787,1541,150,9,42,87.6800,43.3200,0.0449,Blocked,Right Foot,Open Play,understat
27788,1541,150,9,42,74.9700,41.0000,0.0164,Saved,Right Foot,Open Play,understat
27789,1541,134,9,43,95.8700,36.3100,0.0430,Blocked,Head,From Corner,understat
27790,1541,154,9,43,97.5500,34.0700,0.0700,Off T,Head,From Corner,understat
27791,1541,164,9,47,96.1800,33.6600,0.1004,Off T,Left Foot,From Corner,understat
27792,1541,153,9,48,83.5800,44.7400,0.0267,Off T,Right Foot,Open Play,understat
27793,1541,164,9,52,94.6000,30.4600,0.0762,Off T,Head,Open Play,understat
27794,1541,150,9,53,91.6700,47.5300,0.0594,Blocked,Right Foot,Open Play,understat
27795,1541,155,9,53,91.1400,17.4100,0.0278,Saved,Left Foot,Open Play,understat
27796,1541,150,9,62,78.2200,16.7300,0.0111,Off T,Right Foot,Open Play,understat
27797,1541,164,9,69,82.6300,22.6400,0.0421,Blocked,Left Foot,Open Play,understat
27798,1541,153,9,72,76.5500,28.2200,0.0183,Blocked,Right Foot,Open Play,understat
27799,1541,150,9,73,85.7800,21.4900,0.0305,Blocked,Right Foot,Open Play,understat
27800,1541,153,9,75,84.8400,48.2100,0.0239,Blocked,Right Foot,Open Play,understat
27801,1541,155,9,75,86.3100,15.5700,0.0327,Blocked,Left Foot,From Corner,understat
27802,1541,155,9,77,76.7500,28.9000,0.0149,Blocked,Left Foot,Open Play,understat
27803,1541,155,9,77,74.1300,35.4300,0.0252,Saved,Left Foot,From Corner,understat
27804,1541,155,9,78,89.5700,17.7500,0.0141,Off T,Left Foot,From Corner,understat
27805,1541,150,9,82,76.6500,17.1400,0.0144,Saved,Right Foot,Open Play,understat
27806,1541,154,9,84,100.8000,20.3300,0.0465,Saved,Right Foot,Open Play,understat
27807,1541,150,9,86,93.3500,38.5600,0.0792,Off T,Left Foot,From Corner,understat
27808,1541,165,9,88,100.5900,29.7800,0.4882,Off T,Right Foot,Open Play,understat
27809,1541,150,9,90,81.0600,38.9000,0.0290,Saved,Right Foot,Open Play,understat
27810,1541,134,9,94,97.0200,32.9100,0.4454,Goal,Right Foot,From Corner,understat
27811,1541,216,23,10,91.4500,20.8800,0.0466,Goal,Left Foot,Open Play,understat
27812,1541,228,23,65,78.5400,48.7600,0.0181,Off T,Right Foot,Open Play,understat
27813,1541,225,23,68,90.9300,27.0000,0.3465,Saved,Right Foot,Open Play,understat
27814,1543,681,4,7,90.5100,30.7400,0.0830,Saved,Left Foot,Open Play,understat
27815,1543,689,4,13,91.8800,27.0600,0.0479,Blocked,Right Foot,Open Play,understat
27816,1543,689,4,13,97.0200,38.3500,0.2663,Off T,Head,From Corner,understat
27817,1543,666,4,24,97.9700,35.6300,0.0660,Goal,Head,From Corner,understat
27818,1543,666,4,33,75.9200,26.3800,0.0123,Off T,Right Foot,Open Play,understat
27819,1543,684,4,38,80.9500,43.9300,0.0318,Off T,Right Foot,Open Play,understat
27820,1543,684,4,58,89.3500,43.9300,0.0644,Blocked,Right Foot,Open Play,understat
27821,1543,689,4,81,96.8100,35.6300,0.4930,Goal,Head,Open Play,understat
27822,1542,260,22,5,85.3700,28.0800,0.0361,Off T,Right Foot,From Corner,understat
27823,1542,260,22,13,91.2500,38.2800,0.0616,Blocked,Right Foot,Open Play,understat
27824,1542,250,22,13,78.1200,19.9900,0.0141,Blocked,Right Foot,Open Play,understat
27825,1542,260,22,14,75.2800,22.2400,0.0404,Blocked,Right Foot,Direct Freekick,understat
27826,1542,260,22,36,69.2000,35.6300,0.0111,Saved,Right Foot,Open Play,understat
27827,1542,270,22,36,95.8700,34.0000,0.3593,Goal,Head,Open Play,understat
27828,1542,272,22,41,77.1800,49.5700,0.0170,Blocked,Left Foot,Open Play,understat
27829,1542,250,22,50,82.9500,44.8800,0.0824,Goal,Right Foot,Direct Freekick,understat
27830,1542,252,22,57,97.7500,37.9400,0.0501,Off T,Head,From Corner,understat
27831,1542,260,22,70,82.6300,37.5400,0.0417,Blocked,Right Foot,Open Play,understat
27832,1542,260,22,71,92.6100,35.6300,0.0821,Blocked,Right Foot,Open Play,understat
27833,1542,261,22,73,73.1800,34.2000,0.0143,Off T,Right Foot,Open Play,understat
27834,1542,261,22,74,84.0000,17.7500,0.0187,Saved,Right Foot,Open Play,understat
27835,1542,250,22,77,69.8200,16.5200,0.0246,Saved,Right Foot,Direct Freekick,understat
27836,1542,255,22,80,78.3300,40.5300,0.0229,Off T,Left Foot,Open Play,understat
27837,1542,250,22,88,70.7700,28.2900,0.0329,Off T,Right Foot,Direct Freekick,understat
27838,1542,272,22,94,88.3000,8.5000,0.0168,Off T,Left Foot,From Corner,understat
27839,1542,255,22,95,80.1200,46.5800,0.0178,Off T,Left Foot,Open Play,understat
27840,1542,202,1,24,88.9300,13.4000,0.0321,Off T,Left Foot,From Corner,understat
27841,1542,195,1,35,84.3200,46.1700,0.0857,Blocked,Right Foot,Direct Freekick,understat
27842,1542,191,1,35,84.5200,48.4200,0.0261,Blocked,Right Foot,From Corner,understat
27843,1542,202,1,36,78.7500,29.1000,0.0252,Off T,Left Foot,From Corner,understat
27844,1542,195,1,45,88.4100,34.8200,0.0741,Blocked,Right Foot,Open Play,understat
27845,1542,204,1,56,91.6700,21.7600,0.0556,Off T,Right Foot,Open Play,understat
27846,1542,195,1,60,92.9200,34.0000,0.7433,Goal,Right Foot,Penalty,understat
27847,1545,541,21,11,94.2900,28.2200,0.2331,Off T,Left Foot,Set Piece,understat
27848,1545,541,21,15,89.5700,32.7100,0.5313,Saved,Right Foot,Open Play,understat
