canonical_id,canonical_name,nationality,birth_date,position,id_sofascore,id_understat,id_transfermarkt,id_statsbomb,id_whoscored,created_at
3,Álvaro Killane,Argentina,2004-12-14,Portero,,,1036451,,,2026-04-21 23:45:44.771660
4,Victor Puig,España,2005-08-15,Portero,,,1310075,,,2026-04-21 23:45:44.771660
5,Israel Mora,España,2005-04-19,Portero,,,1361456,,,2026-04-21 23:45:44.771660
10,Álex Suárez,España,1993-03-18,Defensa central,,,510396,,,2026-04-21 23:45:44.771660
11,Valentino Raca,España,2005-01-05,Defensa central,,,1064395,,,2026-04-21 23:45:44.771660
12,Álex Muñoz,España,1994-07-30,Lateral izquierdo,,,243760,,,2026-04-21 23:45:44.771660
17,Valentín Pezzolesi,España,2007-04-16,Lateral derecho,,,1271065,,,2026-04-21 23:45:44.771660
18,Dário Essugo,Portugal,2005-03-14,Pivote,,,670717,,,2026-04-21 23:45:44.771660
22,José Campaña,España,1993-05-31,Mediocentro,,,120095,,,2026-04-21 23:45:44.771660
26,Iván Gil,España,2000-01-18,Mediocentro ofensivo,,,611075,,,2026-04-21 23:45:44.771660
28,Josito González,Venezuela,2006-03-27,Mediocentro ofensivo,,,1411351,,,2026-04-21 23:45:44.771660
34,Pejiño,España,1996-07-29,Extremo derecho,,,534379,,,2026-04-21 23:45:44.771660
35,Saliou Mandiang,Senegal,2003-04-13,Extremo derecho,,,1079049,,,2026-04-21 23:45:44.771660
37,Fábio Silva,Portugal,2002-07-19,Delantero centro,,,505653,,,2026-04-21 23:45:44.771660
42,Elías Romero,España,2004-05-11,Delantero centro,,,1146039,,,2026-04-21 23:45:44.771660
44,André Ferreira,Portugal,1996-05-29,Portero,,,290346,,,2026-04-21 23:45:44.771660
45,Álvaro Aceves,España,2003-07-26,Portero,,,710474,,,2026-04-21 23:45:44.771660
46,Arnau Rafús,España,2003-04-27,Portero,,,636686,,,2026-04-21 23:45:44.771660
56,Henrique Silva,Brasil,1994-04-25,Lateral izquierdo,,,204072,,,2026-04-21 23:45:44.771660
57,Raúl Chasco,España,2003-09-13,Lateral izquierdo,,,834486,,,2026-04-21 23:45:44.771660
61,Koke Iglesias,España,2005-03-16,Lateral derecho,,,895333,,,2026-04-21 23:45:44.771660
65,Tamás Nikitscher,Hungría,1999-11-03,Pivote,,,633056,,,2026-04-21 23:45:44.771660
66,César de la Hoz,España,1992-03-30,Pivote,,,226261,,,2026-04-21 23:45:44.771660
68,Víctor Meseguer,España,1999-06-09,Mediocentro,,,658269,,,2026-04-21 23:45:44.771660
71,Adrián Verde,España,2002-08-03,Mediocentro,,,702662,,,2026-04-21 23:45:44.771660
74,Raúl Moro,España,2002-12-05,Extremo izquierdo,,,624942,,,2026-04-21 23:45:44.771660
75,Stipe Biuk,Croacia,2002-12-26,Extremo izquierdo,,,587520,,,2026-04-21 23:45:44.771660
80,Iván Sánchez,España,1992-09-23,Extremo derecho,,,221311,,,2026-04-21 23:45:44.771660
85,Adrián Arnu,España,2007-03-04,Delantero centro,,,1176519,,,2026-04-21 23:45:44.771660
86,Álex Remiro,España,1995-03-24,Portero,,,212862,,,2026-04-21 23:45:44.771660
99,Jon Balda,España,2002-04-20,Lateral izquierdo,,,711380,,,2026-04-21 23:45:44.771660
102,Álvaro Odriozola,España,1995-12-14,Lateral derecho,,,280730,,,2026-04-21 23:45:44.771660
103,Iñaki Rupérez,España,2003-01-07,Lateral derecho,,,1055860,,,2026-04-21 23:45:44.771660
104,Martín Zubimendi,España,1999-02-02,Pivote,,,423440,,,2026-04-21 23:45:44.771660
107,Beñat Turrientes,España,2002-01-31,Mediocentro,,,634431,,,2026-04-21 23:45:44.771660
109,Mikel Rodriguez,España,2002-04-03,Mediocentro,,,721660,,,2026-04-21 23:45:44.771660
114,Mikel Goti,España,2002-05-23,Mediocentro ofensivo,,,709215,,,2026-04-21 23:45:44.771660
118,Alex Marchal,España,2007-09-17,Extremo izquierdo,,,1201530,,,2026-04-21 23:45:44.771660
120,Dani Díaz,España,2006-06-22,Extremo derecho,,,937945,,,2026-04-21 23:45:44.771660
124,Ekain Orobengoa,España,2004-06-17,Delantero centro,,,982007,,,2026-04-21 23:45:44.771660
130,Raúl Asencio,España,2003-02-13,Defensa central,,,935245,,,2026-04-21 23:45:44.771660
131,Éder Militão,Brasil,1998-01-18,Defensa central,,,401530,,,2026-04-21 23:45:44.771660
135,Diego Aguado,España,2007-02-07,Defensa central,,,1208520,,,2026-04-21 23:45:44.771660
136,Jesús Vallejo,España,1997-01-05,Defensa central,,,251896,,,2026-04-21 23:45:44.771660
137,Víctor Valdepeñas,España,2006-10-20,Defensa central,,,1186245,,,2026-04-21 23:45:44.771660
146,Jesús Fortea,España,2007-03-26,Lateral derecho,,,937950,,,2026-04-21 23:45:44.771660
147,Lorenzo Aguado,España,2002-09-19,Lateral derecho,,,709997,,,2026-04-21 23:45:44.771660
148,Aurélien Tchouaméni,Francia,2000-01-27,Pivote,,,413112,,,2026-04-21 23:45:44.771660
156,Pol Fortuny,España,2005-03-11,Mediocentro ofensivo,,,741293,,,2026-04-21 23:45:44.771660
158,Víctor Muñoz,España,2003-07-13,Extremo izquierdo,,,935231,,,2026-04-21 23:45:44.771660
159,Hugo de Llanos,España,2005-03-18,Extremo izquierdo,,,948260,,,2026-04-21 23:45:44.771660
168,Adrián San Miguel,España,1987-01-03,Portero,,,71271,,,2026-04-21 23:45:44.771660
170,Germán García,España,2004-02-01,Portero,,,1061277,,,2026-04-21 23:45:44.771660
177,Rudy Kohon,Francia,2004-05-23,Defensa central,,,917101,,,2026-04-21 23:45:44.771660
180,Lucas Alcázar,España,2002-07-11,Lateral izquierdo,,,709998,,,2026-04-21 23:45:44.771660
181,Xavi Pleguezuelo,España,2003-01-14,Lateral izquierdo,,,971774,,,2026-04-21 23:45:44.771660
182,Ángel Ortiz,España,2004-07-25,Lateral derecho,,,933908,,,2026-04-21 23:45:44.771660
183,Héctor Bellerín,España,1995-03-19,Lateral derecho,,,191217,,,2026-04-21 23:45:44.771660
188,Carlos Guirao,España,2003-04-27,Pivote,,,1054429,,,2026-04-21 23:45:44.771660
196,Dani Pérez,España,2005-07-26,Mediocentro ofensivo,,,895331,,,2026-04-21 23:45:44.771660
197,Carlos Reina,España,2004-08-10,Mediocentro ofensivo,,,1061281,,,2026-04-21 23:45:44.771660
199,Jesús Rodríguez,España,2005-11-21,Extremo izquierdo,,,1190411,,,2026-04-21 23:45:44.771660
210,Cédric Bakambu,RD del Congo,1991-04-11,Delantero centro,,,127048,,,2026-04-21 23:45:44.771660
214,Iván Cuéllar,España,1984-05-27,Portero,,,27493,,,2026-04-21 23:45:44.771660
215,Pere García,España,2002-03-22,Portero,,,632913,,,2026-04-21 23:45:44.771660
217,José Copete,España,1999-10-10,Defensa central,,,520840,,,2026-04-21 23:45:44.771660
221,Sebas Wade,Inglaterra,2003-04-09,Defensa central,,,945702,,,2026-04-21 23:45:44.771660
226,Samú Costa,Portugal,2000-11-27,Pivote,,,657430,,,2026-04-21 23:45:44.771660
233,Daniel Luna,Colombia,2003-05-07,Mediocentro ofensivo,,,857830,,,2026-04-21 23:45:44.771660
241,Abdón Prats,España,1992-12-07,Delantero centro,,,177452,,,2026-04-21 23:45:44.771660
245,Miguel Ángel Morro,España,2000-09-11,Portero,,,607780,,,2026-04-21 23:45:44.771660
246,Juanpe Gil,España,2001-05-05,Portero,,,708370,,,2026-04-21 23:45:44.771660
247,Miguel Benedi,España,2003-05-13,Portero,,,1064644,,,2026-04-21 23:45:44.771660
248,Adrián Molina,España,2005-07-22,Portero,,,1322790,,,2026-04-21 23:45:44.771660
253,Sergio Lozano,España,2006-03-30,Defensa central,,,1384902,,,2026-04-21 23:45:44.771660
257,Iván Balliu,Albania,1992-01-01,Lateral derecho,,,85295,,,2026-04-21 23:45:44.771660
262,Óscar Valentín,España,1994-08-20,Mediocentro,,,517753,,,2026-04-21 23:45:44.771660
263,Pathé Ciss,Senegal,1994-03-16,Mediocentro,,,525578,,,2026-04-21 23:45:44.771660
264,Diego Méndez,España,2003-08-29,Mediocentro,,,932349,,,2026-04-21 23:45:44.771660
267,Joni Montiel,España,1998-09-03,Mediocentro ofensivo,,,343273,,,2026-04-21 23:45:44.771660
268,Óscar Trejo,Argentina,1988-04-26,Mediocentro ofensivo,,,30321,,,2026-04-21 23:45:44.771660
269,Álvaro García,España,1992-10-27,Extremo izquierdo,,,257062,,,2026-04-21 23:45:44.771660
271,Adrián Embarba,España,1992-05-07,Extremo derecho,,,288318,,,2026-04-21 23:45:44.771660
274,Raúl de Tomás,España,1994-10-17,Delantero centro,,,162038,,,2026-04-21 23:45:44.771660
276,Etienne Eto'o,Camerún,2002-08-18,Delantero centro,,,707359,,,2026-04-21 23:45:44.771660
280,Rubén Gómez,España,2002-01-24,Portero,,,709336,,,2026-04-21 23:45:44.771660
285,Raúl Albiol,España,1985-09-04,Defensa central,,,15452,,,2026-04-21 23:45:44.771660
286,Antonio Espigares,España,2004-09-05,Defensa central,,,886047,,,2026-04-21 23:45:44.771660
287,Jean Ives Valou,Costa de Marfil,2005-12-22,Defensa central,,,1305564,,,2026-04-21 23:45:44.771660
291,Arnau Solà,España,2003-04-04,Lateral izquierdo,,,636697,,,2026-04-21 23:45:44.771660
296,Ramón Terrats,España,2000-10-18,Mediocentro,,,783396,,,2026-04-21 23:45:44.771660
302,Álex Baena,España,2001-07-20,Extremo izquierdo,,,548111,,,2026-04-21 23:45:44.771660
304,Yéremy Pino,España,2002-10-20,Extremo derecho,,,568157,,,2026-04-21 23:45:44.771660
317,Raúl Jiménez,España,2006-02-16,Portero,,,982848,,,2026-04-21 23:45:44.771660
319,César Tárrega,España,2002-02-26,Defensa central,,,707274,,,2026-04-21 23:45:44.771660
322,Maximiliano Caufriez,Bélgica,1997-02-16,Defensa central,,,369267,,,2026-04-21 23:45:44.771660
323,Álex Serradell,España,2002-08-14,Defensa central,,,1062525,,,2026-04-21 23:45:44.771660
324,Iker Córdoba,España,2005-11-11,Defensa central,,,834463,,,2026-04-21 23:45:44.771660
325,José Gayà,España,1995-05-25,Lateral izquierdo,,,221322,,,2026-04-21 23:45:44.771660
326,Jesús Vázquez,España,2003-01-02,Lateral izquierdo,,,623024,,,2026-04-21 23:45:44.771660
327,Ro Abajas,España,2003-05-12,Lateral izquierdo,,,949116,,,2026-04-21 23:45:44.771660
331,Rubén Iranzo,España,2003-03-14,Lateral derecho,,,668212,,,2026-04-21 23:45:44.771660
338,André Almeida,Portugal,2000-05-30,Mediocentro ofensivo,,,375382,,,2026-04-21 23:45:44.771660
339,Iván Jaime,España,2000-09-26,Mediocentro ofensivo,,,610335,,,2026-04-21 23:45:44.771660
340,Germán Valera,España,2002-03-16,Extremo izquierdo,,,548188,,,2026-04-21 23:45:44.771660
342,Warren Madrigal,Costa Rica,2004-07-24,Extremo izquierdo,,,799682,,,2026-04-21 23:45:44.771660
343,Pablo López,España,2006-03-27,Extremo izquierdo,,,1000630,,,2026-04-21 23:45:44.771660
348,Martín Tejón,España,2004-04-12,Extremo derecho,,,941883,,,2026-04-21 23:45:44.771660
349,Hamza Bellari,Marruecos,2003-03-11,Extremo derecho,,,1123335,,,2026-04-21 23:45:44.771660
350,Ismael Santana,España,2004-01-18,Extremo derecho,,,1060845,,,2026-04-21 23:45:44.771660
355,Álvaro Fernández,España,1998-04-13,Portero,,,453704,,,2026-04-21 23:45:44.771660
358,Matías Árbol,España,2002-09-12,Portero,,,767255,,,2026-04-21 23:45:44.771660
359,Rafa Romero,España,2003-08-07,Portero,,,833884,,,2026-04-21 23:45:44.771660
360,Loïc Badé,Francia,2000-04-11,Defensa central,,,730581,,,2026-04-21 23:45:44.771660
362,Marcão,Brasil,1996-06-05,Defensa central,,,439022,,,2026-04-21 23:45:44.771660
364,Ramón Martínez,España,2002-10-22,Defensa central,,,882710,,,2026-04-21 23:45:44.771660
365,Andrés Castrín,España,2003-05-26,Defensa central,,,719999,,,2026-04-21 23:45:44.771660
366,Adrià Pedrosa,España,1998-05-13,Lateral izquierdo,,,501418,,,2026-04-21 23:45:44.771660
369,José Ángel Carmona,España,2002-01-29,Lateral derecho,,,711625,,,2026-04-21 23:45:44.771660
372,Darío Benavides,España,2003-01-12,Lateral derecho,,,711626,,,2026-04-21 23:45:44.771660
375,Valentín Barco,Argentina,2004-07-23,Mediocentro,,,849410,,,2026-04-21 23:45:44.771660
378,Saúl Ñíguez,España,1994-11-21,Mediocentro,,,148928,,,2026-04-21 23:45:44.771660
381,Pablo Rivera,España,2004-01-11,Mediocentro,,,934169,,,2026-04-21 23:45:44.771660
384,Jesús Navas,España,1985-11-21,Interior derecho,,,15956,,,2026-04-21 23:45:44.771660
387,Rubén Vargas,Suiza,1998-08-05,Extremo izquierdo,,,345886,,,2026-04-21 23:45:44.771660
390,Isra Domínguez,España,2003-05-07,Extremo izquierdo,,,916014,,,2026-04-21 23:45:44.771660
396,Álvaro García Pascual,España,2002-07-21,Delantero centro,,,1305792,,,2026-04-21 23:45:44.771660
403,Lucas García,España,2004-06-18,Portero,,,1061650,,,2026-04-21 23:45:44.771660
404,Aleksandar Andreev,Bulgaria,2006-03-25,Portero,,,1135665,,,2026-04-21 23:45:44.771660
405,Jordi Danso,Gambia,2007-04-23,Portero,,,1319440,,,2026-04-21 23:45:44.771660
406,Pau Funallet,España,2007-06-15,Portero,,,1319442,,,2026-04-21 23:45:44.771660
412,Oriol Comas,España,2003-08-26,Defensa central,,,908234,,,2026-04-21 23:45:44.771660
414,Marc Aznar,España,2006-01-10,Defensa central,,,1018563,,,2026-04-21 23:45:44.771660
417,Ferran Ruiz,España,2003-04-26,Lateral derecho,,,668210,,,2026-04-21 23:45:44.771660
421,Iván Martín,España,1999-02-14,Mediocentro,,,341278,,,2026-04-21 23:45:44.771660
423,Arthur Melo,Brasil,1996-08-12,Mediocentro,,,362842,,,2026-04-21 23:45:44.771660
425,Enric García,España,2006-12-28,Mediocentro,,,1000626,,,2026-04-21 23:45:44.771660
426,Raúl Martínez,España,2002-02-23,Mediocentro,,,1129175,,,2026-04-21 23:45:44.771660
432,Min-su Kim,Corea del Sur,2006-01-19,Extremo izquierdo,,,1108203,,,2026-04-21 23:45:44.771660
433,Juan Arango,Venezuela,2006-06-27,Extremo izquierdo,,,1025582,,,2026-04-21 23:45:44.771660
436,Yáser Asprilla,Colombia,2003-11-19,Extremo derecho,,,857818,,,2026-04-21 23:45:44.771660
439,Papa Ba,Senegal,2004-04-19,Extremo derecho,,,1337084,,,2026-04-21 23:45:44.771660
443,Dawda Camara,Mauritania,2002-11-04,Delantero centro,,,891923,,,2026-04-21 23:45:44.771660
448,Diego Ferrer,España,2007-04-17,Portero,,,1298885,,,2026-04-21 23:45:44.771660
450,Dakonam Djené,Togo,1991-12-31,Defensa central,,,221150,,,2026-04-21 23:45:44.771660
455,Guillem Trilla,España,2003-02-04,Defensa central,,,1216529,,,2026-04-21 23:45:44.771660
457,David Argüelles,España,2002-01-10,Lateral izquierdo,,,719720,,,2026-04-21 23:45:44.771660
458,Gorka Rivera,España,2004-08-01,Lateral izquierdo,,,1000136,,,2026-04-21 23:45:44.771660
470,Álex Sola,España,1999-06-09,Extremo derecho,,,434990,,,2026-04-21 23:45:44.771660
475,Álvaro Rodríguez,Uruguay,2004-07-14,Delantero centro,,,948275,,,2026-04-21 23:45:44.771660
476,Bertuğ Yıldırım,Turquía,2002-07-12,Delantero centro,,,672803,,,2026-04-21 23:45:44.771660
477,Martín Cuéllar,España,2007-03-26,Delantero centro,,,1360962,,,2026-04-21 23:45:44.771660
479,Iñaki Peña,España,1999-03-02,Portero,,,283170,,,2026-04-21 23:45:44.771660
481,Ander Astralaga,España,2004-03-03,Portero,,,709955,,,2026-04-21 23:45:44.771660
483,Áron Yaakobishvili,Hungría,2006-03-06,Portero,,,938145,,,2026-04-21 23:45:44.771660
488,Iñigo Martínez,España,1991-05-17,Defensa central,,,158863,,,2026-04-21 23:45:44.771660
490,Alexis Olmedo,España,2006-01-02,Defensa central,,,938150,,,2026-04-21 23:45:44.771660
491,Andrés Cuenca,España,2007-06-11,Defensa central,,,962111,,,2026-04-21 23:45:44.771660
492,Álvaro Cortés,España,2005-03-17,Defensa central,,,924610,,,2026-04-21 23:45:44.771660
495,Álex Valle,España,2004-04-25,Lateral izquierdo,,,709957,,,2026-04-21 23:45:44.771660
497,Héctor Fort,España,2006-08-02,Lateral derecho,,,937955,,,2026-04-21 23:45:44.771660
504,Guille Fernández,España,2008-06-18,Mediocentro,,,1050120,,,2026-04-21 23:45:44.771660
506,Fermín López,España,2003-05-11,Mediocentro ofensivo,,,636703,,,2026-04-21 23:45:44.771660
511,Toni Fernández,España,2008-07-15,Extremo derecho,,,1066206,,,2026-04-21 23:45:44.771660
519,Ángel Fortuño,España,2001-10-05,Portero,,,628487,,,2026-04-21 23:45:44.771660
521,Llorenç Serred,España,2005-09-04,Portero,,,1141128,,,2026-04-21 23:45:44.771660
526,José Luis Català,España,2004-08-16,Defensa central,,,1060821,,,2026-04-21 23:45:44.771660
532,Álvaro Tejero,España,1996-07-20,Lateral derecho,,,290273,,,2026-04-21 23:45:44.771660
533,José Ángel López,España,2006-03-24,Lateral derecho,,,1258838,,,2026-04-21 23:45:44.771660
537,José Gragera,España,2000-05-14,Mediocentro,,,557147,,,2026-04-21 23:45:44.771660
538,Álvaro Aguado,España,1996-05-01,Mediocentro,,,449496,,,2026-04-21 23:45:44.771660
539,Justin Smith,Canadá,2003-02-04,Mediocentro,,,904712,,,2026-04-21 23:45:44.771660
540,Rafel Bauzà,España,2005-01-30,Mediocentro,,,1178721,,,2026-04-21 23:45:44.771660
544,Alex Almansa,España,2003-11-08,Extremo izquierdo,,,946269,,,2026-04-21 23:45:44.771660
552,Omar Sadik,Marruecos,2004-03-22,Delantero centro,,,869458,,,2026-04-21 23:45:44.771660
554,Jesús Owono,Guinea Ecuatorial,2001-03-01,Portero,,,631693,,,2026-04-21 23:45:44.771660
555,Adrián Rodríguez,Argentina,2000-12-12,Portero,,,608382,,,2026-04-21 23:45:44.771660
556,Grégoire Swiderski,Canadá,2005-10-05,Portero,,,1063990,,,2026-04-21 23:45:44.771660
560,Adrián Pica,España,2002-04-25,Defensa central,,,895458,,,2026-04-21 23:45:44.771660
568,Alejandro Jay,España,2002-07-07,Lateral derecho,,,708534,,,2026-04-21 23:45:44.771660
571,Daouda Doumbia,Malí,2002-01-01,Pivote,,,1054933,,,2026-04-21 23:45:44.771660
577,Tomás Conechny,Argentina,1998-03-30,Extremo izquierdo,,,401571,,,2026-04-21 23:45:44.771660
581,Julen Lartitegi,España,2003-09-29,Extremo derecho,,,834756,,,2026-04-21 23:45:44.771660
583,Joaquín Panichelli,Argentina,2002-10-07,Delantero centro,,,1064871,,,2026-04-21 23:45:44.771660
587,Iván Villar,España,1997-07-09,Portero,,,297194,,,2026-04-21 23:45:44.771660
591,César Fernández,España,2004-01-28,Portero,,,646741,,,2026-04-21 23:45:44.771660
598,Tincho Conde,España,2003-03-25,Lateral izquierdo,,,933350,,,2026-04-21 23:45:44.771660
599,Óscar Mingueza,España,1999-05-13,Lateral derecho,,,331505,,,2026-04-21 23:45:44.771660
602,Damián Rodríguez,España,2003-03-17,Pivote,,,715628,,,2026-04-21 23:45:44.771660
624,Guillermo Ruiz,España,2003-12-09,Portero,,,991158,,,2026-04-21 23:45:44.771660
625,Jackson Porozo,Ecuador,2000-08-04,Defensa central,,,491616,,,2026-04-21 23:45:44.771660
630,Lalo Aguilar,España,2002-06-11,Defensa central,,,715679,,,2026-04-21 23:45:44.771660
633,Borna Barisic,Croacia,1992-11-10,Lateral izquierdo,,,39125,,,2026-04-21 23:45:44.771660
636,Adrià Altimira,España,2001-03-28,Lateral derecho,,,466807,,,2026-04-21 23:45:44.771660
637,Joao Urbáez,República Dominicana,2002-07-24,Lateral derecho,,,866541,,,2026-04-21 23:45:44.771660
640,Julián Chicco,Argentina,1998-01-13,Pivote,,,401583,,,2026-04-21 23:45:44.771660
643,Álex Gil,España,2003-02-05,Mediocentro,,,932350,,,2026-04-21 23:45:44.771660
644,Fer Rodríguez,España,2002-11-06,Mediocentro,,,710007,,,2026-04-21 23:45:44.771660
646,Óscar Rodríguez,España,1998-06-28,Mediocentro ofensivo,,,284884,,,2026-04-21 23:45:44.771660
652,Naim García,España,2002-06-11,Extremo derecho,,,715683,,,2026-04-21 23:45:44.771660
653,Piri,España,2003-07-10,Extremo derecho,,,935300,,,2026-04-21 23:45:44.771660
654,Adrián Rosell,España,2004-11-14,Extremo derecho,,,1065256,,,2026-04-21 23:45:44.771660
656,Sébastien Haller,Costa de Marfil,1994-06-22,Delantero centro,,,181375,,,2026-04-21 23:45:44.771660
659,Suleiman El Haddadi,Marruecos,2006-02-13,Delantero centro,,,1338488,,,2026-04-21 23:45:44.771660
668,Ismael Sierra,España,2003-03-17,Defensa central,,,718195,,,2026-04-21 23:45:44.771660
671,Jesús Areso,España,1999-07-02,Lateral derecho,,,488626,,,2026-04-21 23:45:44.771660
673,Rubén Peña,España,1991-07-18,Lateral derecho,,,238868,,,2026-04-21 23:45:44.771660
674,Iñigo Arguibide,España,2005-04-19,Lateral derecho,,,1065442,,,2026-04-21 23:45:44.771660
680,Jon García,España,2003-01-28,Mediocentro,,,941080,,,2026-04-21 23:45:44.771660
685,José Manuel Arnáiz,España,1995-04-15,Extremo izquierdo,,,364603,,,2026-04-21 23:45:44.771660
686,Rubén García,España,1993-07-14,Extremo derecho,,,213260,,,2026-04-21 23:45:44.771660
690,Raúl García,España,2000-11-03,Delantero centro,,,631002,,,2026-04-21 23:45:44.771660
691,Sixtus Ogbuehi,Nigeria,2003-03-15,Delantero centro,,,1230201,,,2026-04-21 23:45:44.771660
692,Carlos Lumbreras,España,2005-02-20,Delantero centro,,,1065441,,,2026-04-21 23:45:44.771660
695,Horațiu Moldovan,Rumania,1998-01-20,Portero,,,525438,,,2026-04-21 23:45:44.771660
699,José María Giménez,Uruguay,1995-01-20,Defensa central,,,250845,,,2026-04-21 23:45:44.771660
700,Clément Lenglet,Francia,1995-06-17,Defensa central,,,182904,,,2026-04-21 23:45:44.771660
701,César Azpilicueta,España,1989-08-28,Defensa central,,,57500,,,2026-04-21 23:45:44.771660
702,Ilias Kostis,Grecia,2003-02-27,Defensa central,,,614988,,,2026-04-21 23:45:44.771660
703,Gerónimo Spina,Argentina,2005-02-09,Defensa central,,,1158985,,,2026-04-21 23:45:44.771660
716,Aitor Gismera,España,2004-02-21,Mediocentro,,,646735,,,2026-04-21 23:45:44.771660
721,Marcos Paulo,Portugal,2001-02-01,Extremo izquierdo,,,612496,,,2026-04-21 23:45:44.771660
723,Víctor Mollejo,España,2001-01-21,Extremo derecho,,,505673,,,2026-04-21 23:45:44.771660
725,Ángel Correa,Argentina,1995-03-09,Mediapunta,,,266807,,,2026-04-21 23:45:44.771660
726,Julián Alvarez,Argentina,2000-01-31,Delantero centro,,,576024,,,2026-04-21 23:45:44.771660
728,Omar Janneh,España,2006-08-23,Delantero centro,,,1060454,,,2026-04-21 23:45:44.771660
729,Adrián Niño,España,2004-06-19,Delantero centro,,,926849,,,2026-04-21 23:45:44.771660
730,Borja Garcés,España,1999-08-06,Delantero centro,,,566036,,,2026-04-21 23:45:44.771660
733,Álex Padilla,México,2003-09-01,Portero,,,834483,,,2026-04-21 23:45:44.771660
734,Oier Gastesi,España,2003-10-30,Portero,,,938722,,,2026-04-21 23:45:44.771660
740,Aimar Duñabeitia,España,2003-02-26,Defensa central,,,834488,,,2026-04-21 23:45:44.771660
741,Ander Izagirre,España,2003-06-28,Defensa central,,,1189292,,,2026-04-21 23:45:44.771660
745,Iñigo Lekue,España,1993-05-04,Lateral derecho,,,255501,,,2026-04-21 23:45:44.771660
746,Óscar de Marcos,España,1989-04-14,Lateral derecho,,,96718,,,2026-04-21 23:45:44.771660
749,Beñat Prados,España,2001-02-08,Mediocentro,,,625047,,,2026-04-21 23:45:44.771660
750,Iñigo Ruiz de Galarreta,España,1993-08-06,Mediocentro,,,126751,,,2026-04-21 23:45:44.771660
757,Álex Berenguer,España,1995-07-04,Extremo izquierdo,,,338425,,,2026-04-21 23:45:44.771660
758,Álvaro Djaló,Guinea-Bissau,1999-08-16,Extremo izquierdo,,,671649,,,2026-04-21 23:45:44.771660
761,Iñaki Williams,Ghana,1994-06-15,Extremo derecho,,,255508,,,2026-04-21 23:45:44.771660
767,Javi Martón,España,1999-05-06,Delantero centro,,,711394,,,2026-04-21 23:45:44.771660
768,Álvaro Valles,España,1997-07-25,Portero,,,417913,,,2026-04-21 23:45:44.771660
769,Aarón Escandell,España,1995-09-27,Portero,,,284430,,,2026-04-21 23:45:44.771660
771,Saúl Coco,Guinea Ecuatorial,1999-02-09,Defensa central,,,588426,,,2026-04-21 23:45:44.771660
773,Gabriel Palmero,Malasia,2002-01-15,Lateral izquierdo,,,1011316,,,2026-04-21 23:45:44.771660
774,Julián Araujo,México,2001-08-13,Lateral derecho,,,513970,,,2026-04-21 23:45:44.771660
775,Álvaro Lemos,España,1993-03-30,Lateral derecho,,,230222,,,2026-04-21 23:45:44.771660
776,Máximo Perrone,Argentina,2003-01-07,Pivote,,,668547,,,2026-04-21 23:45:44.771660
777,Nuke Mfulu,RD del Congo,1994-03-20,Pivote,,,203516,,,2026-04-21 23:45:44.771660
778,Iñaki González,España,2004-07-27,Mediocentro,,,1019408,,,2026-04-21 23:45:44.771660
780,Yadam Santana,España,2002-03-14,Mediocentro ofensivo,,,913955,,,2026-04-21 23:45:44.771660
783,Pau Ferrer,España,2003-10-17,Delantero centro,,,940462,,,2026-04-21 23:45:44.771660
784,Luís Maximiano,Portugal,1999-01-05,Portero,,,367464,,,2026-04-21 23:45:44.771660
787,Bruno Iribarne,España,2004-08-18,Portero,,,747197,,,2026-04-21 23:45:44.771660
791,César Montes,México,1997-02-24,Defensa central,,,387687,,,2026-04-21 23:45:44.771660
798,Álex Centelles,España,1999-08-30,Lateral izquierdo,,,423443,,,2026-04-21 23:45:44.771660
799,Arvin Appiah,Inglaterra,2001-01-05,Lateral izquierdo,,,433257,,,2026-04-21 23:45:44.771660
801,Miguel Peña,España,2001-03-08,Lateral derecho,,,718178,,,2026-04-21 23:45:44.771660
802,Carlos Ballestero,España,2004-04-24,Lateral derecho,,,945760,,,2026-04-21 23:45:44.771660
809,Gui Guedes,Portugal,2002-04-17,Mediocentro,,,696506,,,2026-04-21 23:45:44.771660
810,Martin Svidersky,Eslovaquia,2002-10-04,Mediocentro,,,630523,,,2026-04-21 23:45:44.771660
813,Álex Pozo,España,1999-02-22,Extremo derecho,,,341272,,,2026-04-21 23:45:44.771660
814,Léo Baptistão,Brasil,1992-08-26,Extremo derecho,,,221899,,,2026-04-21 23:45:44.771660
816,Lázaro,Brasil,2002-03-12,Delantero centro,,,574772,,,2026-04-21 23:45:44.771660
821,Rachad Fettal,España,2005-01-16,Delantero centro,,,891310,,,2026-04-21 23:45:44.771660
824,Alberto Dadie,España,2002-07-20,Lateral derecho,,,711377,,,2026-04-21 23:45:44.771660
826,Martín Merquelanz,España,1995-06-12,Extremo izquierdo,,,289272,,,2026-04-21 23:45:44.771660
828,André Silva,Portugal,1995-11-06,Delantero centro,,,198008,,,2026-04-21 23:45:44.771660
831,Bryan Fiabema,Noruega,2003-02-16,Delantero centro,,,581113,,,2026-04-21 23:45:44.771660
833,Lucas Cañizares,España,2002-05-10,Portero,,,568154,,,2026-04-21 23:45:44.771660
834,Mario de Luis,España,2002-05-06,Portero,,,717952,,,2026-04-21 23:45:44.771660
837,Álvaro Carrillo,España,2002-04-06,Defensa central,,,652330,,,2026-04-21 23:45:44.771660
838,Edgar Pujol,República Dominicana,2004-08-07,Defensa central,,,646745,,,2026-04-21 23:45:44.771660
