canonical_id,canonical_name,nationality,birth_date,position,id_sofascore,id_understat,id_transfermarkt,id_statsbomb,id_whoscored,created_at
1396,Yacine Qasmi,Marruecos,1991-01-03,Delantero centro,,,93747,,,2026-04-21 23:45:44.771660
1397,Sergio Moreno,España,1999-01-01,Delantero centro,,,607779,,,2026-04-21 23:45:44.771660
1400,Lanchi,España,2001-06-23,Lateral derecho,,,631098,,,2026-04-21 23:45:44.771660
1402,Nikita Iosifov,Rusia,2001-04-11,Extremo izquierdo,,,614464,,,2026-04-21 23:45:44.771660
1405,Juan Carlos Arana,España,2000-02-08,Delantero centro,,,461631,,,2026-04-21 23:45:44.771660
1407,Joseda Menargues,España,2002-05-01,Lateral derecho,,,589459,,,2026-04-21 23:45:44.771660
1410,Álex Blanco,España,1998-12-16,Extremo izquierdo,,,328914,,,2026-04-21 23:45:44.771660
1411,Hélder Costa,Angola,1994-01-12,Extremo derecho,,,173900,,,2026-04-21 23:45:44.771660
1412,Jason Remeseiro,España,1994-07-06,Extremo derecho,,,263860,,,2026-04-21 23:45:44.771660
1415,Adrián González,España,2000-03-20,Portero,,,537369,,,2026-04-21 23:45:44.771660
1417,Juan María Alcedo,España,2001-02-05,Lateral izquierdo,,,628923,,,2026-04-21 23:45:44.771660
1418,Valentino Fattore,España,2001-08-10,Lateral derecho,,,537373,,,2026-04-21 23:45:44.771660
1420,Luismi Cruz,España,2001-05-23,Extremo derecho,,,610461,,,2026-04-21 23:45:44.771660
1421,Antonio Zarzana,España,2002-03-21,Extremo derecho,,,587562,,,2026-04-21 23:45:44.771660
1424,João Costa,Portugal,1996-02-02,Portero,,,198638,,,2026-04-21 23:45:44.771660
1425,Cheikh Sarr,Senegal,2000-04-21,Portero,,,632471,,,2026-04-21 23:45:44.771660
1426,Ángel Jiménez,España,2002-06-22,Portero,,,713632,,,2026-04-21 23:45:44.771660
1428,Germán Sánchez,España,1986-12-12,Defensa central,,,95963,,,2026-04-21 23:45:44.771660
1430,Neyder Lozano,Colombia,1994-03-04,Defensa central,,,468700,,,2026-04-21 23:45:44.771660
1435,Ángel Montoro,España,1988-06-25,Mediocentro,,,59551,,,2026-04-21 23:45:44.771660
1437,Rubén Rochina,España,1991-03-23,Extremo derecho,,,67548,,,2026-04-21 23:45:44.771660
1440,Adrián Butzke,España,1999-03-30,Delantero centro,,,596884,,,2026-04-21 23:45:44.771660
1441,Rubén Yáñez,España,1993-10-12,Portero,,,246335,,,2026-04-21 23:45:44.771660
1444,Álvaro López,España,1999-06-07,Defensa central,,,783873,,,2026-04-21 23:45:44.771660
1445,Chinchu,España,2002-03-05,Defensa central,,,857939,,,2026-04-21 23:45:44.771660
1447,Mathías Olivera,Uruguay,1997-10-31,Lateral izquierdo,,,376514,,,2026-04-21 23:45:44.771660
1452,Totti,España,2001-12-14,Mediocentro,,,708500,,,2026-04-21 23:45:44.771660
1454,Pablo Montero,España,2002-05-09,Mediapunta,,,889717,,,2026-04-21 23:45:44.771660
1455,José Juan Macías,México,1999-09-22,Delantero centro,,,546047,,,2026-04-21 23:45:44.771660
1456,Darío Poveda,España,1997-03-13,Delantero centro,,,399780,,,2026-04-21 23:45:44.771660
1460,Sergio Bono,España,2000-07-24,Defensa central,,,622623,,,2026-04-21 23:45:44.771660
1462,Iván Marcone,Argentina,1990-06-03,Pivote,,,90451,,,2026-04-21 23:45:44.771660
1463,César Moreno,España,2001-04-23,Mediocentro,,,672953,,,2026-04-21 23:45:44.771660
1466,Darío Benedetto,Argentina,1990-05-17,Delantero centro,,,92693,,,2026-04-21 23:45:44.771660
1468,Cheikh Diamanka,Senegal,2001-01-20,Delantero centro,,,887054,,,2026-04-21 23:45:44.771660
1469,Joselu Friaza,España,2002-02-15,Delantero centro,,,900166,,,2026-04-21 23:45:44.771660
1473,Genar Fornés,España,2000-01-17,Lateral izquierdo,,,628490,,,2026-04-21 23:45:44.771660
1476,Álvaro Jiménez,España,1995-05-19,Extremo derecho,,,282406,,,2026-04-21 23:45:44.771660
1477,Iván Chapela,España,1999-05-21,Extremo derecho,,,412046,,,2026-04-21 23:45:44.771660
1478,Pedro Benito,España,2000-03-27,Extremo derecho,,,835794,,,2026-04-21 23:45:44.771660
1483,Arnau Comas,España,2000-04-11,Defensa central,,,388542,,,2026-04-21 23:45:44.771660
1485,Sergiño Dest,Estados Unidos,2000-11-03,Lateral derecho,,,361104,,,2026-04-21 23:45:44.771660
1487,Guillem Jaime,España,1999-01-06,Lateral derecho,,,331508,,,2026-04-21 23:45:44.771660
1490,Lucas de Vega,Brasil,2000-01-16,Mediocentro,,,388555,,,2026-04-21 23:45:44.771660
1495,Rey Manaj,Albania,1997-02-24,Delantero centro,,,308278,,,2026-04-21 23:45:44.771660
1497,Oier Olazábal,España,1989-09-14,Portero,,,8176,,,2026-04-21 23:45:44.771660
1498,Álvaro García,España,2000-06-01,Defensa central,,,495600,,,2026-04-21 23:45:44.771660
1499,Alejandro Pérez,España,2001-01-07,Defensa central,,,548187,,,2026-04-21 23:45:44.771660
1500,Lluís Recasens,España,2002-02-19,Defensa central,,,705810,,,2026-04-21 23:45:44.771660
1501,Dídac Vilà,España,1989-06-09,Lateral izquierdo,,,67090,,,2026-04-21 23:45:44.771660
1502,Víctor Gómez,España,2000-04-01,Lateral derecho,,,495601,,,2026-04-21 23:45:44.771660
1507,Álvaro Vadillo,España,1994-09-12,Extremo izquierdo,,,162074,,,2026-04-21 23:45:44.771660
1510,Óscar Medina,España,2004-01-19,Portero,,,970490,,,2026-04-21 23:45:44.771660
1511,Iván Sanz,España,2003-01-08,Portero,,,970493,,,2026-04-21 23:45:44.771660
1513,Víctor Laguardia,España,1989-11-05,Defensa central,,,67080,,,2026-04-21 23:45:44.771660
1515,Saúl García,España,1994-11-09,Lateral izquierdo,,,249471,,,2026-04-21 23:45:44.771660
1516,Martín Aguirregabiria,España,1996-05-10,Lateral derecho,,,483573,,,2026-04-21 23:45:44.771660
1518,Alexandru Țîrlea,Rumania,2000-03-28,Lateral derecho,,,319253,,,2026-04-21 23:45:44.771660
1522,Tomás Pina,España,1987-10-14,Mediocentro,,,139895,,,2026-04-21 23:45:44.771660
1523,Antonio Perera,España,1997-06-08,Mediocentro,,,483742,,,2026-04-21 23:45:44.771660
1524,Álex Balboa,Guinea Ecuatorial,2001-03-06,Mediocentro,,,634460,,,2026-04-21 23:45:44.771660
1526,Taichi Hara,Japón,1999-05-05,Delantero centro,,,495752,,,2026-04-21 23:45:44.771660
1530,Alan Godoy,España,2003-05-04,Delantero centro,,,668277,,,2026-04-21 23:45:44.771660
1531,Rubén Blanco,España,1995-07-25,Portero,,,199321,,,2026-04-21 23:45:44.771660
1532,Matías Dituro,Argentina,1987-05-08,Portero,,,144128,,,2026-04-21 23:45:44.771660
1534,Néstor Araújo,México,1991-08-29,Defensa central,,,64134,,,2026-04-21 23:45:44.771660
1536,José Fontán,España,2000-02-11,Defensa central,,,609361,,,2026-04-21 23:45:44.771660
1537,Javi Castro,España,2000-09-13,Defensa central,,,740253,,,2026-04-21 23:45:44.771660
1538,Thomas Carrique,Francia,1999-02-26,Lateral derecho,,,540676,,,2026-04-21 23:45:44.771660
1539,Orbelín Pineda,México,1996-03-24,Mediocentro,,,334042,,,2026-04-21 23:45:44.771660
1543,Jonás Ramalho,España,1993-06-10,Defensa central,,,69660,,,2026-04-21 23:45:44.771660
1547,Jaume Grau,España,1997-05-05,Mediocentro,,,340864,,,2026-04-21 23:45:44.771660
1548,Iñigo Pérez,España,1988-01-18,Mediocentro,,,71579,,,2026-04-21 23:45:44.771660
1551,Pau Martínez,España,2000-11-10,Extremo derecho,,,366931,,,2026-04-21 23:45:44.771660
1552,Iván Barbero,España,1998-08-17,Delantero centro,,,514514,,,2026-04-21 23:45:44.771660
1553,Christian Gómez,España,2000-05-18,Portero,,,461613,,,2026-04-21 23:45:44.771660
1554,Nehuén Pérez,Argentina,2000-06-24,Defensa central,,,491693,,,2026-04-21 23:45:44.771660
1555,Manu Lama,España,2001-02-12,Defensa central,,,628464,,,2026-04-21 23:45:44.771660
1556,Joan Rojas,España,2000-01-14,Defensa central,,,537458,,,2026-04-21 23:45:44.771660
1557,Fran González,España,1998-08-13,Defensa central,,,784717,,,2026-04-21 23:45:44.771660
1558,Ibra Cámara,España,2003-01-18,Defensa central,,,668273,,,2026-04-21 23:45:44.771660
1561,Sergio Camus,España,1997-04-19,Lateral derecho,,,379632,,,2026-04-21 23:45:44.771660
1562,Héctor Herrera,México,1990-04-19,Mediocentro,,,122043,,,2026-04-21 23:45:44.771660
1566,Álex Petxarroman,España,1997-02-06,Lateral derecho,,,527838,,,2026-04-21 23:45:44.771660
1568,Juan Artola,España,2000-04-07,Mediapunta,,,626960,,,2026-04-21 23:45:44.771660
1569,Alfredo Pedraza,España,2000-12-20,Defensa central,,,618806,,,2026-04-21 23:45:44.771660
1571,Toño García,España,1989-11-07,Lateral izquierdo,,,125931,,,2026-04-21 23:45:44.771660
1574,Andrés Fernández,España,1986-12-16,Portero,,,57522,,,2026-04-21 23:45:44.771660
1575,Antonio Valera,España,1996-08-17,Portero,,,290275,,,2026-04-21 23:45:44.771660
1576,Javi Gasca,España,2000-02-24,Portero,,,824754,,,2026-04-21 23:45:44.771660
1581,Gastón Silva,Uruguay,1994-03-05,Defensa central,,,189452,,,2026-04-21 23:45:44.771660
1582,Manu Galán,España,1998-06-06,Defensa central,,,461836,,,2026-04-21 23:45:44.771660
1583,Jorge Cofrades,España,2001-01-19,Defensa central,,,718190,,,2026-04-21 23:45:44.771660
1588,Eugeni,España,1994-07-19,Mediocentro,,,223073,,,2026-04-21 23:45:44.771660
1593,Joaquín Muñoz,España,1999-03-10,Extremo izquierdo,,,396334,,,2026-04-21 23:45:44.771660
1594,Juan Peñaloza,Colombia,2000-05-03,Extremo derecho,,,491541,,,2026-04-21 23:45:44.771660
1595,Gustavo Abizanda,España,2000-05-01,Extremo derecho,,,853290,,,2026-04-21 23:45:44.771660
1598,Kevin Carlos,España,2001-04-10,Delantero centro,,,718201,,,2026-04-21 23:45:44.771660
1601,Unai Ayala,España,2004-02-22,Portero,,,867426,,,2026-04-21 23:45:44.771660
1604,José Antonio Martínez,España,1993-02-12,Defensa central,,,311287,,,2026-04-21 23:45:44.771660
1608,Sergio Cubero,España,1999-09-05,Lateral derecho,,,684253,,,2026-04-21 23:45:44.771660
1612,Roberto Olabe,España,1996-05-05,Mediocentro,,,242299,,,2026-04-21 23:45:44.771660
1620,Eñaut Mendia,España,1999-06-25,Delantero centro,,,684299,,,2026-04-21 23:45:44.771660
1622,Roberto,España,1986-02-10,Portero,,,37403,,,2026-04-21 23:45:44.771660
1626,Lucas Freitas,Brasil,2001-01-20,Defensa central,,,809716,,,2026-04-21 23:45:44.771660
1627,Jesús Palomeque,España,2001-10-17,Defensa central,,,710479,,,2026-04-21 23:45:44.771660
1629,Raúl Carnero,España,1989-04-30,Lateral izquierdo,,,139434,,,2026-04-21 23:45:44.771660
1630,Ignasi Vilarrasa,España,1999-08-23,Lateral izquierdo,,,581701,,,2026-04-21 23:45:44.771660
1632,Sergio López,España,1999-04-08,Lateral derecho,,,523972,,,2026-04-21 23:45:44.771660
1633,Javi Moyano,España,1986-02-23,Lateral derecho,,,71204,,,2026-04-21 23:45:44.771660
1634,Luismi Sánchez,España,1992-05-05,Pivote,,,207922,,,2026-04-21 23:45:44.771660
1636,Míchel Herrero,España,1988-07-29,Mediocentro,,,65331,,,2026-04-21 23:45:44.771660
1637,Moha Moukhliss,España,2000-02-06,Mediocentro,,,495622,,,2026-04-21 23:45:44.771660
1638,Kuki Zalazar,España,1998-05-05,Mediocentro ofensivo,,,311696,,,2026-04-21 23:45:44.771660
1639,Fran Álvarez,España,1998-01-21,Mediocentro ofensivo,,,531273,,,2026-04-21 23:45:44.771660
1643,Fabián Orellana,Chile,1986-01-27,Extremo derecho,,,60890,,,2026-04-21 23:45:44.771660
1645,Sergio Benito,España,1999-03-23,Delantero centro,,,531825,,,2026-04-21 23:45:44.771660
1648,Jérémy Blasco,Francia,1999-02-12,Defensa central,,,517845,,,2026-04-21 23:45:44.771660
1649,Luca Sangalli,España,1995-02-10,Mediocentro,,,289286,,,2026-04-21 23:45:44.771660
1651,Raphaël Varane,Francia,1993-04-25,Defensa central,,,164770,,,2026-04-21 23:45:44.771660
1652,Martin Ødegaard,Noruega,1998-12-17,Mediocentro ofensivo,,,316264,,,2026-04-21 23:45:44.771660
1653,Óscar Aranda,España,2002-04-29,Extremo izquierdo,,,652332,,,2026-04-21 23:45:44.771660
1654,Carlos Marín,España,1997-02-20,Portero,,,251877,,,2026-04-21 23:45:44.771660
1655,Geovanni Barba,España,2001-05-17,Defensa central,,,630984,,,2026-04-21 23:45:44.771660
1659,Sergio Lozano,España,1999-03-24,Pivote,,,341277,,,2026-04-21 23:45:44.771660
1660,Álex Millán,España,1999-11-07,Delantero centro,,,412041,,,2026-04-21 23:45:44.771660
1661,Unai Etxebarria,España,1996-08-30,Portero,,,288376,,,2026-04-21 23:45:44.771660
1664,Kevin Sibille,Argentina,1998-09-15,Defensa central,,,409273,,,2026-04-21 23:45:44.771660
1669,Kévin Gameiro,Francia,1987-05-09,Delantero centro,,,27389,,,2026-04-21 23:45:44.771660
1670,Tomáš Vaclík,República Checa,1989-03-29,Portero,,,64000,,,2026-04-21 23:45:44.771660
1672,Kike Ríos,España,2000-01-21,Defensa central,,,398435,,,2026-04-21 23:45:44.771660
1673,Javi Vázquez,España,2000-09-24,Lateral izquierdo,,,461866,,,2026-04-21 23:45:44.771660
1676,Adrián Marín,España,1997-01-09,Lateral izquierdo,,,295414,,,2026-04-21 23:45:44.771660
1677,Kingsley Fobi,Ghana,1998-09-20,Lateral derecho,,,358981,,,2026-04-21 23:45:44.771660
1678,Eris Abedini,Kosovo,1998-08-29,Pivote,,,413459,,,2026-04-21 23:45:44.771660
1681,Álvaro Bravo,España,1998-02-04,Mediocentro,,,284872,,,2026-04-21 23:45:44.771660
1682,Carlos León,España,2002-12-05,Mediocentro,,,636229,,,2026-04-21 23:45:44.771660
1684,Antonio Aranda,España,2000-10-07,Mediocentro ofensivo,,,631223,,,2026-04-21 23:45:44.771660
1685,Dani Plomer,España,1998-11-30,Extremo izquierdo,,,614195,,,2026-04-21 23:45:44.771660
1686,Echu Rodríguez,España,1998-02-11,Extremo derecho,,,462380,,,2026-04-21 23:45:44.771660
1687,Antoñín,España,2000-04-16,Delantero centro,,,610336,,,2026-04-21 23:45:44.771660
1688,Xabi Etxeita,España,1987-10-31,Defensa central,,,71559,,,2026-04-21 23:45:44.771660
1689,David Alba,España,1999-05-05,Defensa central,,,583508,,,2026-04-21 23:45:44.771660
1690,Ryan Nolan,Irlanda,1999-02-17,Defensa central,,,385396,,,2026-04-21 23:45:44.771660
1691,Ante Palaversa,Croacia,2000-04-06,Pivote,,,371003,,,2026-04-21 23:45:44.771660
1695,Diego Rodríguez,Argentina,1989-06-25,Portero,,,90800,,,2026-04-21 23:45:44.771660
1696,Luis Castillo,España,2000-01-31,Portero,,,694535,,,2026-04-21 23:45:44.771660
1698,Nacho Pastor,España,2000-04-03,Defensa central,,,725201,,,2026-04-21 23:45:44.771660
1699,Gerard Barri,España,2001-01-02,Defensa central,,,628492,,,2026-04-21 23:45:44.771660
1700,Juan Sánchez Miño,Argentina,1990-01-01,Lateral izquierdo,,,169249,,,2026-04-21 23:45:44.771660
1701,Youssouf Koné,Malí,1995-07-05,Lateral izquierdo,,,274484,,,2026-04-21 23:45:44.771660
1702,José Salinas,España,2000-09-30,Lateral izquierdo,,,819590,,,2026-04-21 23:45:44.771660
1704,Ramón Folch,España,1989-10-04,Mediocentro,,,286841,,,2026-04-21 23:45:44.771660
1705,Víctor Rodríguez,España,1989-07-23,Mediocentro ofensivo,,,129753,,,2026-04-21 23:45:44.771660
1706,Jeison Lucumí,Colombia,1995-04-08,Extremo izquierdo,,,352567,,,2026-04-21 23:45:44.771660
1708,Claudio Medina,España,1993-09-04,Delantero centro,,,510385,,,2026-04-21 23:45:44.771660
1710,Mourad El Ghezouani,Marruecos,1998-05-27,Delantero centro,,,527972,,,2026-04-21 23:45:44.771660
1712,Alberto Cifuentes,España,1979-05-29,Portero,,,7668,,,2026-04-21 23:45:44.771660
1714,Álex Martín,España,1998-01-25,Defensa central,,,345083,,,2026-04-21 23:45:44.771660
1716,Jean-Pierre Rhyner,Perú,1996-03-16,Defensa central,,,203981,,,2026-04-21 23:45:44.771660
1717,Saturday Erimuya,Nigeria,1998-01-10,Defensa central,,,419596,,,2026-04-21 23:45:44.771660
1719,Yann Bodiger,Francia,1995-02-09,Mediocentro,,,290533,,,2026-04-21 23:45:44.771660
1725,Nano Mesa,España,1995-02-05,Delantero centro,,,305956,,,2026-04-21 23:45:44.771660
1726,Manu Nieto,España,1998-03-29,Delantero centro,,,399357,,,2026-04-21 23:45:44.771660
1727,Santiago Ramos Mingo,Argentina,,Defensa central,,,688593,,,2026-04-21 23:45:44.771660
1734,Stephane Keller,Camerún,2001-08-20,Defensa central,,,718032,,,2026-04-21 23:45:44.771660
1736,Tomás Tavares,Portugal,2001-03-07,Pivote,,,550549,,,2026-04-21 23:45:44.771660
1738,Pepe Blanco,España,1999-07-29,Mediocentro,,,718035,,,2026-04-21 23:45:44.771660
1740,Sergi García,España,1999-04-14,Mediocentro ofensivo,,,598608,,,2026-04-21 23:45:44.771660
1741,Iñigo Córdoba,España,1997-03-13,Extremo izquierdo,,,251848,,,2026-04-21 23:45:44.771660
1743,Burgui,España,1993-10-29,Extremo izquierdo,,,246277,,,2026-04-21 23:45:44.771660
1747,Iago Domínguez,España,2001-11-22,Portero,,,636092,,,2026-04-21 23:45:44.771660
1749,Álvaro Fernández,España,2000-04-10,Portero,,,495627,,,2026-04-21 23:45:44.771660
1752,Aarón Martín,España,1997-04-22,Lateral izquierdo,,,251878,,,2026-04-21 23:45:44.771660
1758,Lautaro de León,Uruguay,2001-02-09,Delantero centro,,,561745,,,2026-04-21 23:45:44.771660
1759,Rubén Martínez,España,1984-06-22,Portero,,,8184,,,2026-04-21 23:45:44.771660
1760,Iván Martínez,España,2002-02-19,Portero,,,568183,,,2026-04-21 23:45:44.771660
1761,Iñaki Álvarez,España,1997-06-18,Portero,,,548635,,,2026-04-21 23:45:44.771660
1763,Raúl Navas,España,1988-05-11,Defensa central,,,142419,,,2026-04-21 23:45:44.771660
1764,Gorka Zabarte,España,1999-01-09,Lateral derecho,,,311440,,,2026-04-21 23:45:44.771660
1765,Asier Córdoba,España,2000-03-31,Mediocentro ofensivo,,,505512,,,2026-04-21 23:45:44.771660
1767,Brandon Thomas,España,1995-02-04,Extremo izquierdo,,,251680,,,2026-04-21 23:45:44.771660
1768,Kike Saverio,Ecuador,1999-06-19,Extremo izquierdo,,,388519,,,2026-04-21 23:45:44.771660
1770,Adrián López,España,1988-01-08,Delantero centro,,,45383,,,2026-04-21 23:45:44.771660
1772,Miguel San Román,España,1997-07-14,Portero,,,396337,,,2026-04-21 23:45:44.771660
1773,Juan Manuel Sanabria,Uruguay,2000-03-29,Lateral izquierdo,,,446106,,,2026-04-21 23:45:44.771660
1776,Josep Calavera,España,1999-10-02,Mediocentro,,,408472,,,2026-04-21 23:45:44.771660
1777,Óscar Castro,España,2001-06-20,Mediocentro,,,536823,,,2026-04-21 23:45:44.771660
1778,Mario Soriano,España,2002-04-22,Mediocentro ofensivo,,,568148,,,2026-04-21 23:45:44.771660
1781,Julen Bernaola,España,1999-04-29,Mediocentro,,,447053,,,2026-04-21 23:45:44.771660
1783,Iñigo Vicente,España,1998-01-06,Extremo izquierdo,,,335216,,,2026-04-21 23:45:44.771660
836,Nacho Fernández,España,1990-01-18,Defensa central,69404.0,,58884,,,2026-04-21 23:45:44.771660
1694,Abdoulay Diaby,Malí,1991-05-21,Extremo derecho,115718.0,,148396,,,2026-04-21 23:45:44.771660
1703,Miguel Cifuentes,España,1990-10-05,Mediocentro,146141.0,,175836,,,2026-04-21 23:45:44.771660
1744,Jota Peleteiro,España,1991-06-16,Extremo derecho,146518.0,,176591,,,2026-04-21 23:45:44.771660
818,Choco Lozano,Honduras,1993-04-25,Delantero centro,169549.0,,131275,,,2026-04-21 23:45:44.771660
1658,Soufiane Chakla,Marruecos,1993-09-02,Defensa central,577194.0,,236956,,,2026-04-21 23:45:44.771660
1587,Kelechi Nwakali,Nigeria,1998-06-05,Mediocentro,822472.0,,383153,,,2026-04-21 23:45:44.771660
1730,Francisco Trincão,Portugal,,Mediocentro ofensivo,830431.0,,412669,,,2026-04-21 23:45:44.771660
1665,Guillem Molina,España,2000-05-03,Lateral derecho,964173.0,,602156,,,2026-04-21 23:45:44.771660
205,Rodri Sánchez,España,2000-05-16,Extremo derecho,1031421.0,,630995,,,2026-04-21 23:45:44.771660
1621,Unai Arieta,España,1999-06-16,Delantero centro,1050819.0,,783434,,,2026-04-21 23:45:44.771660
1496,Sergio Agüero,Argentina,1988-06-02,Delantero centro,17094.0,,26399,,,2026-04-21 23:45:44.771660
1550,Rober Ibáñez,España,1993-03-22,Extremo derecho,383406.0,,242532,,,2026-04-21 23:45:44.771660
1506,Gori Gracia,España,2002-05-15,Mediocentro,857907.0,,705815,,,2026-04-21 23:45:44.771660
1143,Rober González,España,2001-01-08,Extremo derecho,910022.0,,505675,,,2026-04-21 23:45:44.771660
79,Anuar,Marruecos,1995-01-15,Extremo derecho,601962.0,,327126,,,2026-04-21 23:45:44.771660
1096,Curro Sánchez,España,1996-01-03,Extremo derecho,826655.0,,208116,,,2026-04-21 23:45:44.771660
113,Jon Magunazelaia,España,2001-07-13,Mediocentro ofensivo,1134396.0,,625655,,,2026-04-21 23:45:44.771660
879,Matteo Gabbia,Italia,1999-10-21,Defensa central,826195.0,,323167,,,2026-04-21 23:45:44.771660
126,Andriy Lunin,Ucrania,1999-02-11,Portero,857574.0,,404839,,,2026-04-21 23:45:44.771660
617,Anastasios Douvikas,Grecia,1999-08-02,Delantero centro,894863.0,,523318,,,2026-04-21 23:45:44.771660
877,Filip Jørgensen,Dinamarca,2002-04-16,Portero,962053.0,,585323,,,2026-04-21 23:45:44.771660
968,Ibrahima Kébé,Malí,2000-08-02,Pivote,1031566.0,,785967,,,2026-04-21 23:45:44.771660
38,Oli McBurnie,Escocia,1996-06-04,Delantero centro,367228.0,,298477,,,2026-04-21 23:45:44.771660
465,John Patrick,Irlanda,2003-09-24,Mediocentro,1100831.0,,841121,,,2026-04-21 23:45:44.771660
419,Selvi Clua,España,2005-01-29,Pivote,1513673.0,,1061660,,,2026-04-21 23:45:44.771660
609,Fer López,España,2004-05-24,Mediocentro ofensivo,1526628.0,,1064471,,,2026-04-21 23:45:44.771660
1357,Cristo Romero,España,2000-04-30,Lateral izquierdo,992370.0,10014.0,696890,,,2026-04-21 23:45:44.771660
1286,Roger Martínez,España,2004-04-05,Mediocentro,1085572.0,10159.0,646746,,,2026-04-21 23:45:44.771660
1119,Sekou Gassama,Senegal,1995-05-06,Delantero centro,796088.0,10885.0,337070,,,2026-04-21 23:45:44.771660
1263,Awer Mabil,Australia,1995-09-15,Extremo izquierdo,307082.0,10928.0,255729,,,2026-04-21 23:45:44.771660
965,Santiago Bueno,Uruguay,1998-11-09,Defensa central,846308.0,10945.0,438001,,,2026-04-21 23:45:44.771660
428,Ricard Artero,España,2003-02-05,Mediocentro ofensivo,1134432.0,10954.0,906025,,,2026-04-21 23:45:44.771660
792,Kaiky,Brasil,2004-01-12,Defensa central,1105331.0,10970.0,743589,,,2026-04-21 23:45:44.771660
1151,Braian Cufré,Argentina,1996-12-15,Lateral izquierdo,818441.0,10983.0,401521,,,2026-04-21 23:45:44.771660
819,Marko Milovanović,Serbia,2003-08-04,Delantero centro,1100957.0,11042.0,845568,,,2026-04-21 23:45:44.771660
1307,Diego Moreno,España,2001-06-21,Lateral derecho,,11290.0,634122,,,2026-04-21 23:45:44.771660
851,Abner,Brasil,2000-05-27,Lateral izquierdo,,11318.0,646402,,,2026-04-21 23:45:44.771660
842,Nico Paz,Argentina,2004-09-08,Mediocentro ofensivo,1171451.0,11541.0,948294,,,2026-04-21 23:45:44.771660
438,Iker Almena,España,2004-05-04,Extremo derecho,1513656.0,11738.0,1061656,,,2026-04-21 23:45:44.771660
893,Ben Brereton Díaz,Chile,1999-04-18,Delantero centro,867583.0,11815.0,426192,,,2026-04-21 23:45:44.771660
939,Wilson Manafá,Portugal,1994-07-23,Lateral derecho,344205.0,11832.0,257388,,,2026-04-21 23:45:44.771660
933,Miki Bosch,España,2001-06-09,Defensa central,,11833.0,707276,,,2026-04-21 23:45:44.771660
185,Pablo Busto,España,2005-09-25,Lateral derecho,1464647.0,12082.0,1054909,,,2026-04-21 23:45:44.771660
998,Aiham Ousou,Siria,2000-01-09,Defensa central,965265.0,12417.0,585068,,,2026-04-21 23:45:44.771660
582,Stoichkov,España,1993-11-05,Mediapunta,566894.0,12717.0,271021,,,2026-04-21 23:45:44.771660
427,Gabriel Misehouy,Países Bajos,2005-07-18,Mediocentro ofensivo,1142566.0,12722.0,646698,,,2026-04-21 23:45:44.771660
542,Naci Ünüvar,Turquía,2003-06-13,Extremo izquierdo,954317.0,13029.0,508639,,,2026-04-21 23:45:44.771660
48,Juma Bah,Sierra Leona,2006-04-11,Defensa central,,13100.0,1121298,,,2026-04-21 23:45:44.771660
469,Abdoulaye Keita,España,2002-09-01,Extremo izquierdo,1168094.0,13105.0,949489,,,2026-04-21 23:45:44.771660
299,Thiago Ojeda,Argentina,2003-01-12,Mediocentro,1116580.0,13285.0,1030425,,,2026-04-21 23:45:44.771660
1769,Jonathan Calleri,Argentina,1993-09-23,Delantero centro,340519.0,1672.0,284727,,,2026-04-21 23:45:44.771660
1333,Shkodran Mustafi,Alemania,1992-04-17,Defensa central,89894.0,1699.0,88590,,,2026-04-21 23:45:44.771660
1228,Diego González,España,1995-01-28,Defensa central,597756.0,2071.0,349836,,,2026-04-21 23:45:44.771660
1609,Sergio Álvarez,España,1992-01-23,Pivote,,2212.0,138935,,,2026-04-21 23:45:44.771660
1656,Antonio Sanabria,Paraguay,1996-03-04,Delantero centro,333261.0,2217.0,234523,,,2026-04-21 23:45:44.771660
265,James Rodríguez,Colombia,1991-07-12,Mediocentro ofensivo,107414.0,2249.0,88103,,,2026-04-21 23:45:44.771660
1365,Gareth Bale,Gales,1989-07-16,Extremo derecho,15354.0,2251.0,39381,,,2026-04-21 23:45:44.771660
143,Daniel Carvajal,España,1992-01-11,Lateral derecho,,2260.0,138927,,,2026-04-21 23:45:44.771660
1192,Samu Castillejo,España,1995-01-18,Extremo derecho,188405.0,2303.0,195171,,,2026-04-21 23:45:44.771660
1774,Thomas Partey,Ghana,1993-06-13,Pivote,316148.0,2328.0,230784,,,2026-04-21 23:45:44.771660
1103,Zouhair Feddal,Marruecos,1989-12-23,Defensa central,220131.0,2388.0,129386,,,2026-04-21 23:45:44.771660
1584,Luisinho,Portugal,1985-05-05,Lateral izquierdo,78520.0,2500.0,56777,,,2026-04-21 23:45:44.771660
848,Sokratis,Grecia,1988-06-09,Defensa central,,371.0,34322,,,2026-04-21 23:45:44.771660
1580,Pablo Insua,España,1993-09-09,Defensa central,235644.0,4037.0,171362,,,2026-04-21 23:45:44.771660
1680,Ramon Azeez,Nigeria,1992-12-12,Mediocentro,158397.0,4051.0,131667,,,2026-04-21 23:45:44.771660
1642,Pablo Hervías,España,1993-03-08,Extremo derecho,,4054.0,142027,,,2026-04-21 23:45:44.771660
1491,Philippe Coutinho,Brasil,1992-06-12,Mediocentro ofensivo,119159.0,488.0,80444,,,2026-04-21 23:45:44.771660
1668,Patrick Cutrone,Italia,1998-01-03,Delantero centro,795044.0,4918.0,265078,,,2026-04-21 23:45:44.771660
